"","observed_on","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name","scientific_name","geometry"
"9122",2021-11-15,"research","Paysandú","Rhinella dorbignyi","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella dorbignyi",c(410028.443926415, 6400485.99586244)
"9123",2021-11-15,"research","Paysandú","Boana pulchella","Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana pulchella",c(409990.818759259, 6400415.90483033)
"9124",2021-12-21,"research","Canelones","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(614463.274798559, 6151732.0411854)
"9125",2021-12-21,"research","Canelones","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(606728.882075771, 6150906.35056152)
"9126",2021-12-18,"research","Florida","Progne tapera","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne tapera",c(589329.668229495, 6225394.40567004)
"9127",2021-12-18,"research","Florida","Bubo virginianus","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus",c(589307.397851901, 6231770.06256827)
"9128",2021-12-18,"research","Florida","Troglodytes aedon","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",c(580163.524196904, 6226551.94480414)
"9129",2021-12-18,"research","Florida","Polystictus pectoralis","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Polystictus","Polystictus pectoralis",c(586379.717877093, 6231168.21870849)
"9130",2021-12-18,"research","Florida","Sicalis luteola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis luteola",c(581009.500182249, 6224849.78600137)
"9131",2021-12-21,"research","Cerro Largo","Leptodactylus gracilis","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus gracilis",c(764651.857304305, 6415285.6310734)
"9132",2021-12-22,"research","Maldonado","Gallinula galeata","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula galeata",c(682187.737923591, 6135310.64077972)
"9133",2021-12-18,"research","Florida","Pyrocephalus rubinus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus",c(577801.490011274, 6220347.11416081)
"9134",2021-12-22,"research","Maldonado","Troglodytes aedon","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",c(663311.523418111, 6143979.4558292)
"9135",2021-12-21,"research","Canelones","Myiopsitta monachus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",c(618017.047644151, 6155410.71973333)
"9136",2021-12-21,"research","Canelones","Sicalis flaveola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola",c(617999.660888435, 6155404.2256762)
"9137",2021-12-22,"research","Montevideo","Myiopsitta monachus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",c(575979.945842049, 6136294.39509956)
"9138",2021-12-21,"research","Canelones","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(617980.371634894, 6155383.1785531)
"9139",2021-12-22,"research","Montevideo","Myiopsitta monachus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",c(576016.381889555, 6136304.61983062)
"9140",2021-12-22,"research","Río Negro","Philodryas patagoniensis","Animalia","Chordata","Reptilia","Squamata","Colubridae","Philodryas","Philodryas patagoniensis",c(467085.45938848, 6396489.99225229)
"9141",2021-12-14,"research","Cerro Largo","Lepidocolaptes angustirostris","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Lepidocolaptes","Lepidocolaptes angustirostris",c(764651.857304305, 6415285.6310734)
"9142",2021-12-14,"research","Cerro Largo","Geothlypis aequinoctialis","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis aequinoctialis",c(764651.857304305, 6415285.6310734)
"9143",2021-12-22,"research","Canelones","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(616513.991579344, 6152624.50427621)
"9144",2021-12-23,"research","Canelones","Mimus saturninus","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus saturninus",c(614042.093197763, 6151916.40919701)
"9145",2021-12-23,"research","Artigas","Ophiodes striatus","Animalia","Chordata","Reptilia","Squamata","Diploglossidae","Ophiodes","Ophiodes striatus",c(512365.713010077, 6570467.90251782)
"9146",2015-01-06,"research","Canelones","Turdus rufiventris","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus rufiventris",c(597685.966421115, 6149710.85910189)
"9147",2015-05-18,"research","Lavalleja","Stilpnia preciosa","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Stilpnia","Stilpnia preciosa",c(684967.101331631, 6200268.07246956)
"9148",2015-02-16,"research","Salto","Buteogallus meridionalis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteogallus","Buteogallus meridionalis",c(481984.270342049, 6539453.03333853)
"9149",2015-02-13,"research","Artigas","Geranoaetus melanoleucus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Geranoaetus","Geranoaetus melanoleucus",c(519253.17897589, 6596567.42118968)
"9150",2015-07-25,"research","Maldonado","Thalassarche melanophris","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","Thalassarche melanophris",c(689925.392777899, 6125382.92970646)
"9151",2015-08-25,"research","San José","Agelasticus thilius","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelasticus","Agelasticus thilius",c(552710.213334908, 6152862.59610765)
"9152",2015-01-07,"research","Canelones","Circus buffoni","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus buffoni",c(597689.263997947, 6149721.11057039)
"9153",2015-02-08,"research","Salto","Anhinga anhinga","Animalia","Chordata","Aves","Suliformes","Anhingidae","Anhinga","Anhinga anhinga",c(409724.77381858, 6527205.63587449)
"9154",2015-07-01,"research","Salto","Basileuterus culicivorus","Animalia","Chordata","Aves","Passeriformes","Parulidae","Basileuterus","Basileuterus culicivorus",c(409615.821208221, 6537288.85472745)
"9155",2015-07-08,"research","Salto","Myiothlypis leucoblephara","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myiothlypis","Myiothlypis leucoblephara",c(409618.11904656, 6537311.48353299)
"9156",2015-05-10,"research","Salto","Phaetusa simplex","Animalia","Chordata","Aves","Charadriiformes","Laridae","Phaetusa","Phaetusa simplex",c(407239.169089284, 6527090.60740239)
"9157",2015-12-19,"research","Artigas","Cyanoloxia glaucocaerulea","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cyanoloxia","Cyanoloxia glaucocaerulea",c(442019.355386526, 6653646.29711504)
"9158",2015-02-09,"research","Salto","Theristicus caudatus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","Theristicus caudatus",c(450424.337657687, 6575957.30366628)
"9159",2015-01-21,"research","Rocha","Theristicus caerulescens","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","Theristicus caerulescens",c(755478.613514898, 6163380.50707343)
"9160",2015-12-19,"research","Artigas","Euscarthmus meloryphus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Euscarthmus","Euscarthmus meloryphus",c(442003.579895932, 6653676.85085561)
"9161",2015-04-25,"research","Canelones","Thamnophilus ruficapillus","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus",c(597679.441615568, 6149700.97171322)
"9162",2015-01-30,"research","Canelones","Thamnophilus caerulescens","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens",c(597689.586658662, 6149703.68058458)
"9163",2015-09-16,"research","Canelones","Gallinago paraguaiae","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Gallinago paraguaiae",c(597719.302269894, 6157734.89697542)
"9164",2015-11-14,"research","Canelones","Myiodynastes maculatus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","Myiodynastes maculatus",c(596258.209594616, 6157547.7545646)
"9165",2015-01-19,"research","Canelones","Tyrannus melancholicus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus melancholicus",c(597687.093062116, 6149705.73906089)
"9166",2015-01-19,"research","Canelones","Pitangus sulphuratus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pitangus","Pitangus sulphuratus",c(597685.517550183, 6149706.89695276)
"9167",2015-02-26,"research","Canelones","Nannopterum brasilianum","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Nannopterum","Nannopterum brasilianum",c(603541.045680001, 6149160.68735855)
"9168",2015-02-11,"research","Salto","Icterus pyrrhopterus","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus pyrrhopterus",c(450346.861531121, 6576273.81036852)
"9169",2015-12-19,"research","Artigas","Cacicus haemorrhous","Animalia","Chordata","Aves","Passeriformes","Icteridae","Cacicus","Cacicus haemorrhous",c(437166.585504385, 6638641.33736494)
"9170",2015-07-06,"research","Salto","Coryphospingus cucullatus","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Coryphospingus","Coryphospingus cucullatus",c(402356.597572649, 6516491.48468835)
"9171",2015-10-24,"research","Canelones","Myiarchus swainsoni","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus swainsoni",c(588680.56964065, 6142674.73997011)
"9172",2015-09-26,"research","San José","Laterallus melanophaius","Animalia","Chordata","Aves","Gruiformes","Rallidae","Laterallus","Laterallus melanophaius",c(551810.233069598, 6153793.45582399)
"9173",2015-05-30,"research","Maldonado","Spinus magellanicus","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus magellanicus",c(642752.356351519, 6157820.82002028)
"9174",2015-09-26,"research","San José","Anthus hellmayri","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus hellmayri",c(552185.131128894, 6153617.31307981)
"9175",2015-01-06,"research","Canelones","Mimus saturninus","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus saturninus",c(597686.439562142, 6149702.24598174)
"9176",2015-07-03,"research","Paysandú","Mimus triurus","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus triurus",c(408898.043754147, 6498121.68480105)
"9177",2015-11-15,"research","Canelones","Calidris himantopus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris himantopus",c(607627.891448345, 6154165.26283996)
"9178",2015-12-20,"research","Artigas","Sporophila ruficollis","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila ruficollis",c(433503.456605117, 6655333.67627628)
"9179",2015-02-16,"research","Salto","Rostrhamus sociabilis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Rostrhamus","Rostrhamus sociabilis",c(488342.768646862, 6538351.77228296)
"9180",2015-01-21,"research","Rocha","Caracara plancus","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","Caracara plancus",c(757876.228798965, 6163899.54383556)
"9181",2015-02-16,"research","Salto","Aramus guarauna","Animalia","Chordata","Aves","Gruiformes","Aramidae","Aramus","Aramus guarauna",c(488395.701283754, 6538416.74122264)
"9182",2015-10-24,"research","Canelones","Carduelis carduelis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Carduelis carduelis",c(588631.289228564, 6142579.59733511)
"9183",2015-05-18,"research","Lavalleja","Stephanophorus diadematus","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Stephanophorus","Stephanophorus diadematus",c(685451.619409208, 6199947.51134594)
"9184",2015-02-17,"research","Paysandú","Paroaria coronata","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Paroaria","Paroaria coronata",c(431172.789190341, 6499699.81899878)
"9185",2015-01-22,"research","Rocha","Melanerpes candidus","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes candidus",c(764437.365664287, 6169970.35368941)
"9186",2015-02-08,"research","Salto","Dryobates spilogaster","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Dryobates spilogaster",c(409724.17251269, 6527207.63987598)
"9187",2015-02-08,"research","Salto","Thraupis sayaca","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Thraupis","Thraupis sayaca",c(409723.263531652, 6527209.83932768)
"9188",2015-01-21,"research","Rocha","Chauna torquata","Animalia","Chordata","Aves","Anseriformes","Anhimidae","Chauna","Chauna torquata",c(755540.472862604, 6163297.62162033)
"9189",2015-01-21,"research","Rocha","Milvago chimango","Animalia","Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimango",c(755553.565812061, 6163359.19028916)
"9190",2015-11-21,"research","Canelones","Ammodramus humeralis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus humeralis",c(606900.76319209, 6154257.64754177)
"9191",2015-01-18,"research","Canelones","Zonotrichia capensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia capensis",c(597697.460046799, 6149719.23022755)
"9192",2015-06-19,"research","Canelones","Aramides cajaneus","Animalia","Chordata","Aves","Gruiformes","Rallidae","Aramides","Aramides cajaneus",c(620108.45391956, 6152736.61722641)
"9193",2015-01-06,"research","Canelones","Vireo chivi","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo chivi",c(597688.822984719, 6149707.99132524)
"9194",2015-02-26,"research","Canelones","Charadrius collaris","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius collaris",c(603777.349917542, 6149128.75242405)
"9195",2015-06-19,"research","Canelones","Charadrius falklandicus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius falklandicus",c(622775.211041069, 6151179.6120184)
"9196",2015-05-07,"research","Canelones","Charadrius semipalmatus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",c(604028.355955191, 6149102.45957744)
"9197",2015-05-07,"research","Canelones","Charadrius modestus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius modestus",c(603818.632990976, 6149153.36041024)
"9198",2015-01-21,"research","Rocha","Pluvialis dominica","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis dominica",c(760913.977126668, 6160011.31437819)
"9199",2015-01-11,"research","Canelones","Pyrocephalus rubinus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus",c(617987.454297445, 6153269.31240082)
"9200",2015-01-22,"research","Rocha","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Mycteria","Mycteria americana",c(793501.260111771, 6196410.22514729)
"9201",2015-01-22,"research","Rocha","Ciconia maguari","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia maguari",c(793459.747699988, 6196500.3716475)
"9202",2015-11-15,"research","Canelones","Cygnus melancoryphus","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus melancoryphus",c(607124.266733799, 6153968.34421742)
"9203",2015-04-10,"research","Canelones","Coscoroba coscoroba","Animalia","Chordata","Aves","Anseriformes","Anatidae","Coscoroba","Coscoroba coscoroba",c(595056.063968383, 6150223.8479033)
"9204",2015-01-06,"research","Canelones","Myiopsitta monachus","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",c(597684.216867788, 6149701.08378445)
"9205",2015-11-07,"research","Canelones","Tapera naevia","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Tapera","Tapera naevia",c(607049.172800776, 6156983.25800167)
"9206",2015-07-07,"research","Salto","Coryphistera alaudina","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Coryphistera","Coryphistera alaudina",c(413920.052877777, 6528972.72865114)
"9207",2015-03-22,"research","Montevideo","Phimosus infuscatus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Phimosus","Phimosus infuscatus",c(563613.470339234, 6153700.23709068)
"9208",2015-01-21,"research","Rocha","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis chihi",c(755606.69678376, 6163194.86761526)
"9209",2015-05-17,"research","Treinta y Tres","Cathartes burrovianus","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes burrovianus",c(737872.895951409, 6354706.10921222)
"9210",2015-05-17,"research","Treinta y Tres","Coragyps atratus","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Coragyps","Coragyps atratus",c(739099.764346297, 6356958.31739434)
"9211",2015-01-22,"research","Rocha","Cathartes aura","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura",c(783774.556684962, 6184571.74125829)
"9212",2015-12-21,"research","Artigas","Certhiaxis cinnamomeus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Certhiaxis","Certhiaxis cinnamomeus",c(430793.887994497, 6645455.74469869)
"9213",2015-01-06,"research","Canelones","Columba livia","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia",c(597683.816427459, 6149703.2872995)
"9214",2015-11-15,"research","Canelones","Sporophila collaris","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila collaris",c(608367.5589423, 6163432.66405369)
"9215",2015-01-19,"research","Canelones","Geothlypis aequinoctialis","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis aequinoctialis",c(597690.795151686, 6149713.35614507)
"9216",2015-01-20,"research","Canelones","Sicalis flaveola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola",c(597688.929884592, 6149712.41115021)
"9217",2015-12-19,"research","Artigas","Setopagis parvula","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Setopagis","Setopagis parvula",c(442009.90449784, 6653667.21758292)
"9218",2015-01-21,"research","Rocha","Xanthopsar flavus","Animalia","Chordata","Aves","Passeriformes","Icteridae","Xanthopsar","Xanthopsar flavus",c(754092.404778627, 6171458.05282831)
"9219",2015-01-21,"research","Rocha","Platalea ajaja","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea ajaja",c(755672.275454033, 6163249.6931884)
"9220",2015-02-14,"research","Salto","Anumbius annumbi","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anumbius","Anumbius annumbi",c(497643.783036953, 6560473.1152862)
"9221",2015-09-25,"research","Montevideo","Sturnus vulgaris","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",c(575834.127481236, 6135017.2640512)
"9222",2015-09-16,"research","Canelones","Phalaropus tricolor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus tricolor",c(597692.039507361, 6157737.68737409)
"9223",2015-12-19,"research","Artigas","Elaenia spectabilis","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia spectabilis",c(427820.840321659, 6641501.32565535)
"9224",2015-01-06,"research","Canelones","Elaenia parvirostris","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia parvirostris",c(597685.013876079, 6149708.32404152)
"9225",2015-09-19,"research","Maldonado","Phoenicopterus chilensis","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus chilensis",c(716990.44265614, 6136060.81179115)
"9226",2015-04-03,"research","Rocha","Fregata magnificens","Animalia","Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata magnificens",c(834231.809231982, 6257239.27200734)
"9227",2015-05-16,"research","Lavalleja","Piranga flava","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga flava",c(663515.967530875, 6190669.40598462)
"9228",2015-04-13,"research","Canelones","Fulica leucoptera","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica leucoptera",c(592083.556991626, 6142817.12528129)
"9229",2015-04-08,"research","Canelones","Fulica armillata","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica armillata",c(603769.440081912, 6149160.19970829)
"9230",2015-04-08,"research","Canelones","Pardirallus sanguinolentus","Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus","Pardirallus sanguinolentus",c(596023.392401298, 6151310.14090596)
"9231",2015-01-21,"research","Rocha","Aramides ypecaha","Animalia","Chordata","Aves","Gruiformes","Rallidae","Aramides","Aramides ypecaha",c(755009.378062294, 6162104.47981326)
"9232",2015-01-22,"research","Rocha","Gallinula galeata","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula galeata",c(795183.603296634, 6195554.62081581)
"9233",2015-01-21,"research","Rocha","Butorides striata","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","Butorides striata",c(755063.153134972, 6162335.93582964)
"9234",2015-11-01,"research","Canelones","Bubulcus ibis","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","Bubulcus ibis",c(620071.984841512, 6156871.80815535)
"9235",2015-12-19,"research","Artigas","Sporophila caerulescens","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila caerulescens",c(441385.792819861, 6655920.97007926)
"9236",2015-12-19,"research","Artigas","Chrysomus ruficapillus","Animalia","Chordata","Aves","Passeriformes","Icteridae","Chrysomus","Chrysomus ruficapillus",c(439784.846610474, 6657808.81858382)
"9237",2015-01-21,"research","Rocha","Syrigma sibilatrix","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Syrigma","Syrigma sibilatrix",c(755179.341029134, 6162747.0777379)
"9238",2015-01-22,"research","Rocha","Egretta thula","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta thula",c(755163.942973005, 6162742.82031525)
"9239",2015-01-06,"research","Canelones","Ardea alba","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",c(598032.984522875, 6149045.15745769)
"9240",2015-07-08,"research","Salto","Nycticorax nycticorax","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax",c(409678.167198163, 6537213.24132548)
"9241",2015-01-21,"research","Rocha","Ardea cocoi","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea cocoi",c(754934.152378554, 6161283.2204416)
"9242",2015-05-09,"research","Salto","Accipiter striatus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter striatus",c(409722.390447094, 6527189.28526011)
"9243",2015-01-21,"research","Rocha","Rupornis magnirostris","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Rupornis","Rupornis magnirostris",c(756543.201966984, 6163408.5300087)
"9244",2015-04-04,"research","Maldonado","Parabuteo unicinctus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Parabuteo","Parabuteo unicinctus",c(661014.165028649, 6136286.81573763)
"9245",2015-06-21,"research","Montevideo","Larus atlanticus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus atlanticus",c(573357.722607551, 6132730.30393936)
"9246",2015-01-21,"research","Rocha","Chroicocephalus maculipennis","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus maculipennis",c(760921.121411007, 6159979.08371823)
"9247",2015-01-15,"research","Canelones","Larus dominicanus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus dominicanus",c(603252.216808814, 6149220.66630049)
"9248",2015-08-22,"research","Canelones","Sternula superciliaris","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula superciliaris",c(603931.497109149, 6149139.51102888)
"9249",2015-07-10,"research","Maldonado","Sterna hirundinacea","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundinacea",c(662311.367855563, 6137073.54841223)
"9250",2015-02-26,"research","Canelones","Sterna trudeaui","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna trudeaui",c(603776.731629151, 6149074.03560269)
"9251",2015-02-26,"research","Canelones","Thalasseus sandvicensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus sandvicensis",c(592974.893100576, 6166654.54153225)
"9252",2015-01-30,"research","Canelones","Thalasseus maximus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus",c(633621.787177649, 6149020.59026062)
"9253",2015-04-02,"research","Rocha","Pygochelidon cyanoleuca","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Pygochelidon","Pygochelidon cyanoleuca",c(833758.638600079, 6258408.75001848)
"9254",2015-11-01,"research","Canelones","Alopochelidon fucata","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Alopochelidon","Alopochelidon fucata",c(606589.457750875, 6157132.02104779)
"9255",2015-08-25,"research","San José","Tachycineta leucorrhoa","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta leucorrhoa",c(552349.647817099, 6153178.59667911)
"9256",2015-09-16,"research","Canelones","Stelgidopteryx ruficollis","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","Stelgidopteryx ruficollis",c(597689.095855696, 6157761.71116093)
"9257",2015-01-22,"research","Rocha","Progne chalybea","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne chalybea",c(784494.036806547, 6183826.61285671)
"9258",2015-09-03,"research","Canelones","Progne elegans","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne elegans",c(600165.536870563, 6156733.52789372)
"9259",2015-01-21,"research","Rocha","Progne tapera","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne tapera",c(756179.313493897, 6163350.27475432)
"9260",2015-01-11,"research","Canelones","Passer domesticus","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus",c(618034.883988598, 6153367.85590908)
"9261",2015-04-08,"research","Canelones","Elanus leucurus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",c(596393.27782005, 6150749.72898028)
"9262",2015-04-08,"research","Canelones","Falco femoralis","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco femoralis",c(593490.104372119, 6148258.28013044)
"9263",2015-01-21,"research","Rocha","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",c(756985.729664341, 6163366.24863317)
"9264",2015-05-17,"research","Treinta y Tres","Tigrisoma lineatum","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Tigrisoma","Tigrisoma lineatum",c(748241.94471907, 6322415.83927657)
"9265",2015-01-15,"research","Canelones","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(603711.694272681, 6149313.05325865)
"9266",2015-02-09,"research","Salto","Pseudoseisura lophotes","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Pseudoseisura","Pseudoseisura lophotes",c(450305.045475955, 6576178.55329267)
"9267",2015-04-08,"research","Canelones","Jacana jacana","Animalia","Chordata","Aves","Charadriiformes","Jacanidae","Jacana","Jacana jacana",c(596017.565999414, 6151333.74960685)
"9268",2015-05-17,"research","Treinta y Tres","Cyclarhis gujanensis","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Cyclarhis","Cyclarhis gujanensis",c(737588.877214208, 6354245.15194612)
"9269",2015-09-26,"research","San José","Phleocryptes melanops","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phleocryptes","Phleocryptes melanops",c(552154.198899285, 6153688.97303136)
