"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"2542",38833478,"2020-02-18","nosexd",-34.358971585,-53.8676220551,"Rocha","Setophaga pitiayumi","Aves","Parulidae",19,9,"LC","LC","visitante",122
"2543",38904344,"2019-12-06","stephen_wv",-34.0471900619,-58.1892374696,"Colonia","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",17
"2545",38919716,"2020-02-12","romigaleota",-31.6116300858,-57.9799252672,"Paysandú","Myiothlypis leucoblephara","Aves","Parulidae",19,12,"LC","LC","visitante",4
"2546",38919718,"2020-02-12","romigaleota",-31.612655245,-57.9837086934,"Paysandú","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",4
"2547",38919858,"2020-02-12","romigaleota",-31.6113136445,-57.9830493957,"Paysandú","Thamnophilus caerulescens","Aves","Thamnophilidae",19,13,"LC","LC","visitante",4
"2548",38919859,"2020-02-12","romigaleota",-31.611377603,-57.9826631576,"Paysandú","Syndactyla rufosuperciliata","Aves","Furnariidae",19,16,"LC","LC","visitante",4
"2549",38919860,"2020-02-12","romigaleota",-31.6112131382,-57.9828240901,"Paysandú","Basileuterus culicivorus","Aves","Parulidae",19,12,"LC","LC","visitante",4
"2550",38919863,"2020-02-12","romigaleota",-31.611187656,-57.9831030399,"Paysandú","Aramides cajaneus","Aves","Rallidae",19,36,"LC","LC","visitante",4
"2551",38919910,"2020-02-12","romigaleota",-31.6143600804,-57.977374404,"Paysandú","Microspingus cabanisi","Aves","Thraupidae",19,13,"LC","LC","visitante",4
"2552",38919915,"2020-02-13","romigaleota",-31.6165528456,-57.9775900845,"Paysandú","Penelope obscura","Aves","Cracidae",19,69,"LC","LC","visitante",4
"2553",38919916,"2020-02-13","romigaleota",-31.6168826358,-57.978212357,"Paysandú","Cyanoloxia glaucocaerulea","Aves","Cardinalidae",19,14,"LC","LC","visitante",4
"2554",38919917,"2020-02-13","romigaleota",-31.6154931099,-57.9805941586,"Paysandú","Euscarthmus meloryphus","Aves","Tyrannidae",19,10,"LC","LC","visitante",4
"2555",38920535,"2020-02-12","romigaleota",-31.608886665,-57.9820999991,"Paysandú","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",4
"2556",38920561,"2020-02-12","romigaleota",-31.6092099561,-57.9813880202,"Paysandú","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","visitante",4
"2557",38920603,"2020-02-13","romigaleota",-31.6102732454,-57.9825556991,"Paysandú","Euscarthmus meloryphus","Aves","Tyrannidae",19,10,"LC","LC","visitante",4
"2558",38920605,"2020-02-13","romigaleota",-31.6151522918,-57.9823259093,"Paysandú","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",4
"2559",38920886,"2020-02-12","romigaleota",-31.6172196842,-57.9764003105,"Paysandú","Pachyramphus viridis","Aves","Tityridae",16,14,"LC","LC","visitante",4
"2561",38970585,"2020-02-09","romigaleota",-31.6818969771,-57.8660884011,"Paysandú","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","visitante",4
"2562",38970586,"2020-02-09","romigaleota",-31.6314501574,-57.9665214389,"Paysandú","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",4
"2563",38970614,"2020-02-09","romigaleota",-31.6818969771,-57.8660884011,"Paysandú","Gnorimopsar chopi","Aves","Icteridae",15,22,"LC","LC","visitante",4
"2564",38970615,"2020-02-09","romigaleota",-31.6818969771,-57.8660884011,"Paysandú","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",4
"2565",38970616,"2020-02-09","romigaleota",-31.6818969771,-57.8660884011,"Paysandú","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",4
"2566",38970617,"2020-02-09","romigaleota",-31.6818969771,-57.8660884011,"Paysandú","Anumbius annumbi","Aves","Furnariidae",19,18,"LC","LC","visitante",4
"2567",38972327,"2020-02-09","romigaleota",-31.7145072489,-57.7885094892,"Paysandú","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",4
"2568",38974084,"2020-02-09","romigaleota",-31.6277004764,-57.7152030075,"Paysandú","Sporophila cinnamomea","Aves","Thraupidae",19,9,"VU","VU","visitante",4
"2569",38974086,"2020-02-09","romigaleota",-31.6153942353,-57.768599533,"Paysandú","Donacospiza albifrons","Aves","Thraupidae",19,14,"LC","LC","visitante",4
"2570",38976351,"2020-02-10","romigaleota",-31.9312735816,-57.8807674792,"Paysandú","Melanerpes candidus","Aves","Picidae",19,24,"LC","LC","visitante",4
"2571",38976353,"2020-02-09","romigaleota",-31.6600226,-57.8892733,"Paysandú","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",4
"2572",38976354,"2020-02-10","romigaleota",-31.8437591778,-57.8867799424,"Paysandú","Thamnophilus ruficapillus","Aves","Thamnophilidae",19,16,"LC","LC","visitante",4
"2573",38978466,"2020-02-10","romigaleota",-31.6383618508,-57.9634028639,"Paysandú","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",4
"2574",38978525,"2020-02-13","romigaleota",-31.6174094044,-57.9756903781,"Paysandú","Cyanoloxia glaucocaerulea","Aves","Cardinalidae",19,14,"LC","LC","visitante",4
"2575",38978527,"2020-02-14","romigaleota",-31.5134684145,-57.8296600478,"Paysandú","Lycalopex gymnocercus","Mammalia","Canidae",19,97,"LC","NT","visitante",4
"2576",38978537,"2020-02-14","romigaleota",-31.5134684145,-57.8296600478,"Paysandú","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",4
"2577",38979117,"2020-02-09","romigaleota",-31.6889488225,-57.8503921694,"Paysandú","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",4
"2578",38979119,"2020-02-09","romigaleota",-31.6886695648,-57.8508424452,"Paysandú","Ammodramus humeralis","Aves","Passerellidae",19,11,"LC","LC","visitante",4
"2579",39007381,"2020-02-20","nosexd",-34.6169861394,-54.2826503143,"Rocha","Platalea ajaja","Aves","Threskiornithidae",19,55,"LC","LC","visitante",122
"2585",39064387,"2020-02-21","katie2012",-34.85308833,-56.198425,"Montevideo","Aramides cajaneus","Aves","Rallidae",19,36,"LC","LC","visitante",263
"2586",39068622,"2019-02-15","frangtaboas",-32.1366886938,-57.9436323604,"Paysandú","Geranospiza caerulescens","Aves","Accipitridae",19,46,"LC","LC","visitante",102
"2587",39068623,"2019-02-15","frangtaboas",-32.1366257115,-57.9433062001,"Paysandú","Geranospiza caerulescens","Aves","Accipitridae",19,46,"LC","LC","visitante",102
"2588",39068626,"2019-02-15","frangtaboas",-32.136509155,-57.9430076789,"Paysandú","Chloroceryle americana","Aves","Alcedinidae",19,18,"LC","LC","visitante",102
"2589",39068628,"2019-02-15","frangtaboas",-32.136516743,-57.9428074563,"Paysandú","Milvago chimachima","Aves","Falconidae",19,37,"LC","LC","visitante",102
"2604",39220307,"2020-02-21","yotaut",-30.7622830051,-56.7369899331,"Artigas","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",53
"2607",39233663,"2019-02-04","victorialassaga",-34.4023019034,-53.7949408963,"Rocha","Boana pulchella","Amphibia","Hylidae",19,5,"LC","LC","visitante",527
"2613",39288094,"2019-02-05","renanmartini",-34.9011128122,-56.1645314097,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",110
"2616",39328058,"2020-02-28","drbmh",-34.963105,-54.95072167,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",243
"2617",39328430,"2020-02-28","drbmh",-34.963105,-54.95072167,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",243
"2641",39461806,"2020-03-02","jcmombach",-34.055318,-53.546398,"Rocha","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",406
"2684",39734094,"2019-11-18","kathy73",-33.6892854153,-53.5508833453,"Rocha","Scinax granulatus","Amphibia","Hylidae",19,4,"LC","LC","visitante",188
"2692",39807674,"2020-02-21","pjfayer",-34.4698436181,-57.8419462685,"Colonia","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",487
"2706",40039415,"2009-03-26","natforlife",-32.0004898,-56.1847531,"Tacuarembó","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",96
"2707",40039420,"2009-03-27","natforlife",-32.0004898,-56.1847531,"Tacuarembó","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",96
"2708",40039421,"2009-03-27","natforlife",-32.0004898,-56.1847531,"Tacuarembó","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",96
"2709",40039422,"2009-03-27","natforlife",-32.0004898,-56.1847531,"Tacuarembó","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",96
"2712",40130746,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",18
"2713",40130747,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",18
"2714",40130759,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",18
"2715",40130761,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",18
"2716",40130770,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Rostrhamus sociabilis","Aves","Accipitridae",19,41,"LC","LC","visitante",18
"2717",40130771,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Mycteria americana","Aves","Ciconiidae",19,65,"LC","LC","visitante",18
"2718",40130772,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",18
"2719",40130776,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",18
"2720",40130778,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2721",40130781,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",18
"2722",40130784,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",18
"2723",40130785,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",18
"2724",40130788,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",18
"2725",40130789,"2015-11-20","sdrov",-33.7418,-53.7456,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",18
"2726",40134020,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",18
"2727",40134021,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Setophaga pitiayumi","Aves","Parulidae",19,9,"LC","LC","visitante",18
"2728",40134022,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Phylloscartes ventralis","Aves","Tyrannidae",19,10,"LC","LC","visitante",18
"2729",40134024,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Coccycua cinerea","Aves","Cuculidae",19,22,"LC","LC","visitante",18
"2730",40134025,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",18
"2731",40134026,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Stilpnia preciosa","Aves","Thraupidae",17,15,"LC","LC","visitante",18
"2732",40134030,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",18
"2733",40134032,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",18
"2734",40134034,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","visitante",18
"2735",40134038,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",18
"2736",40134039,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",18
"2737",40134042,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2738",40134043,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",18
"2739",40134044,"2015-11-21","sdrov",-33.742,-53.739,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",18
"2740",40135649,"2015-11-22","sdrov",-33.743,-53.78,"Rocha","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",18
"2741",40135651,"2015-11-22","sdrov",-33.743,-53.78,"Rocha","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",18
"2742",40135652,"2015-11-22","sdrov",-33.743,-53.78,"Rocha","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",18
"2743",40135655,"2015-11-22","sdrov",-33.743,-53.78,"Rocha","Pardirallus sanguinolentus","Aves","Rallidae",19,29,"LC","LC","visitante",18
"2744",40135656,"2015-11-22","sdrov",-33.743,-53.78,"Rocha","Lygophis anomalus","Reptilia","Colubridae",19,62,"NE","LC","visitante",18
"2745",40140306,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Anas flavirostris","Aves","Anatidae",19,34,"LC","LC","visitante",18
"2746",40140307,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",18
"2747",40140308,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",18
"2748",40140310,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",18
"2749",40140311,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",18
"2750",40140312,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Stilpnia preciosa","Aves","Thraupidae",17,15,"LC","LC","visitante",18
"2751",40140315,"2015-11-23","sdrov",-33.7418,-53.7456,"Rocha","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2754",40160214,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2755",40160215,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Chrysomus ruficapillus","Aves","Icteridae",19,17,"LC","LC","visitante",18
"2756",40160216,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Jacana jacana","Aves","Jacanidae",19,25,"LC","LC","visitante",18
"2757",40160217,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Hymenops perspicillatus","Aves","Tyrannidae",19,13,"LC","LC","visitante",18
"2758",40160218,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","visitante",18
"2759",40160219,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Anumbius annumbi","Aves","Furnariidae",19,18,"LC","LC","visitante",18
"2760",40160226,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",18
"2761",40160227,"2015-11-25","sdrov",-33.612103017,-53.6314687111,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",18
"2762",40160231,"2015-11-25","sdrov",-33.743,-53.78,"Rocha","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",18
"2763",40162356,"2015-11-26","sdrov",-33.7743228165,-53.6509941095,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",18
"2764",40162357,"2015-11-26","sdrov",-33.673,-53.68,"Rocha","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",18
"2765",40162358,"2015-11-26","sdrov",-33.673,-53.68,"Rocha","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",18
"2766",40162359,"2015-11-26","sdrov",-33.673,-53.68,"Rocha","Jacana jacana","Aves","Jacanidae",19,25,"LC","LC","visitante",18
"2767",40162360,"2015-11-26","sdrov",-33.673,-53.68,"Rocha","Tringa flavipes","Aves","Scolopacidae",19,25,"LC","LC","visitante",18
"2768",40162361,"2015-11-26","sdrov",-33.673,-53.68,"Rocha","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",18
"2769",40165209,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Megascops choliba","Aves","Strigidae",19,23,"LC","LC","visitante",18
"2770",40165210,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",18
"2771",40165211,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",18
"2772",40165214,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2773",40165215,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",18
"2774",40165216,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Chordeiles nacunda","Aves","Caprimulgidae",19,28,"LC","LC","visitante",18
"2775",40165219,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","visitante",18
"2776",40165220,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",18
"2777",40165221,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","visitante",18
"2778",40165223,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",18
"2779",40165224,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",18
"2780",40165225,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","visitante",18
"2781",40165227,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",18
"2782",40165228,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","visitante",18
"2783",40165229,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","visitante",18
"2784",40165230,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",18
"2785",40165231,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Chordeiles nacunda","Aves","Caprimulgidae",19,28,"LC","LC","visitante",18
"2786",40165232,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Amazonetta brasiliensis","Aves","Anatidae",19,36,"LC","LC","visitante",18
"2787",40165233,"2015-11-30","sdrov",-32.009,-53.858,"Cerro Largo","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","visitante",18
"2788",40165436,"2015-12-07","sdrov",-33.695,-58.416,"Soriano","Thamnodynastes hypoconia","Reptilia","Colubridae",19,65,"NE","LC","visitante",18
"2789",40165699,"2015-12-11","sdrov",-33.68,-58.41,"Soriano","Elaenia parvirostris","Aves","Tyrannidae",19,13,"LC","LC","visitante",18
"2796",40250451,"2012-04-24","paulschrijvershof",-34.9035,-56.222,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",88
"2797",40250520,"2012-04-24","paulschrijvershof",-34.9013,-56.214,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",88
"2798",40250799,"2012-04-24","paulschrijvershof",-34.9147,-56.188,"Montevideo","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",88
"2799",40251356,"2012-04-24","paulschrijvershof",-34.9106,-56.2016,"Montevideo","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",88
"2800",40251582,"2012-04-24","paulschrijvershof",-34.9106,-56.2016,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",88
"2801",40251659,"2012-04-24","paulschrijvershof",-34.9106,-56.2016,"Montevideo","Thalasseus maximus","Aves","Laridae",8,44,"LC","CR","visitante",88
"2802",40251857,"2012-04-24","paulschrijvershof",-34.9760649869,-56.0851767722,"Montevideo","Caretta caretta","Reptilia","Cheloniidae",4,80,"VU","VU","visitante",88
"2803",40251956,"2012-04-24","paulschrijvershof",-34.9018713859,-56.225334178,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",88
"2804",40252026,"2012-04-24","paulschrijvershof",-34.9004606745,-56.2293916207,"Montevideo","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",88
"2805",40303059,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Milvago chimachima","Aves","Falconidae",19,37,"LC","LC","visitante",55
"2806",40303062,"2016-02-04","pafracas",-33.8966652981,-53.5089513944,"Rocha","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",55
"2807",40303063,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",55
"2808",40303066,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",55
"2809",40303067,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",55
"2810",40303071,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",55
"2811",40303072,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",55
"2812",40303074,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",55
"2813",40303077,"2016-02-03","pafracas",-33.8966652981,-53.5089513944,"Rocha","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",55
"2814",40303078,"2016-02-04","pafracas",-33.8966652981,-53.5089513944,"Rocha","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",55
"2815",40303081,"2016-02-04","pafracas",-33.7812462088,-53.4137622181,"Rocha","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",55
"2818",40389144,"2009-03-27","natforlife",-32.0004898,-56.1847531,"Tacuarembó","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",96
"2833",40636036,"2019-03-21","nic_venter",-34.1526331367,-54.5020941442,"Maldonado","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",20
"2834",40636309,"2019-03-21","nic_venter",-34.112716,-54.53646,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",20
"2835",40637417,"2020-03-17","nic_venter",-34.30457234,-54.65081159,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",20
"2836",40637844,"2019-03-21","nic_venter",-34.1522598967,-54.5026609937,"Maldonado","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",20
"2837",40637845,"2019-03-21","nic_venter",-34.1630413463,-54.4974797266,"Maldonado","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",20
"2838",40638163,"2019-03-20","nic_venter",-34.8898597987,-55.2085302842,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",20
"2839",40638507,"2020-03-18","nic_venter",-34.589141169,-54.5368912932,"Maldonado","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",20
"2840",40638673,"2020-03-18","nic_venter",-34.5707807643,-54.5293356196,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",20
"2841",40639347,"2020-03-18","nic_venter",-34.38038009,-54.5609928297,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",20
"2877",40729700,"2013-01-24","fontoto",-34.9011127,-56.1645314,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",377
"2886",40880487,"2020-02-13","miguel537",-34.5507573731,-54.0191441421,"Rocha","Ctenomys pearsoni","Mammalia","Ctenomyidae",6,26,"NT","VU","visitante",466
"3018",41556236,"2015-01-20","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",31
"3019",41556239,"2015-01-19","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",31
"3020",41556241,"2015-01-20","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",31
"3021",41556243,"2015-01-20","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",31
"3022",41556244,"2015-01-20","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",31
"3023",41556246,"2015-01-20","xolmis-irupero",-34.469114494,-57.850420475,"Colonia","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",31
"3026",41558261,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",31
"3027",41558262,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",31
"3028",41558263,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",31
"3029",41558268,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",31
"3030",41558270,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",31
"3031",41558271,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",31
"3032",41558279,"2015-01-22","xolmis-irupero",-34.8741609831,-55.2783119152,"Maldonado","Nengetus cinereus","Aves","Tyrannidae",19,20,"LC","LC","visitante",31
