"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"3056",41732603,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",3
"3057",41732605,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Leucochloris albicollis","Aves","Trochilidae",19,8,"LC","LC","visitante",3
"3058",41732607,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",3
"3059",41732610,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",3
"3060",41732611,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",3
"3061",41732612,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",3
"3062",41732614,"2016-02-01","javguigon",-34.8473323852,-55.0025406791,"Maldonado","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",3
"3063",41732928,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Progne tapera","Aves","Hirundinidae",19,16,"LC","LC","visitante",3
"3064",41732929,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",3
"3065",41732932,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",3
"3066",41732936,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",3
"3067",41732937,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",3
"3068",41732938,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",3
"3069",41732940,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",3
"3070",41732942,"2016-02-02","javguigon",-34.8472984887,-55.0024591896,"Maldonado","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","visitante",3
"3071",41733015,"2016-02-05","javguigon",-34.8473720345,-55.0024929762,"Maldonado","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC","visitante",3
"3072",41733018,"2016-02-05","javguigon",-34.8473720345,-55.0024929762,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",3
"3073",41733383,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",3
"3074",41733384,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",3
"3075",41733386,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","visitante",3
"3076",41733393,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","visitante",3
"3077",41733394,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Myiophobus fasciatus","Aves","Tyrannidae",19,12,"LC","LC","visitante",3
"3078",41733395,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",3
"3079",41733403,"2016-02-06","javguigon",-34.8474490744,-55.0027766334,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",3
"3080",41733531,"2016-02-08","javguigon",-34.8472863864,-55.0028365833,"Maldonado","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",3
"3081",41733532,"2016-02-08","javguigon",-34.8472863864,-55.0028365833,"Maldonado","Elaenia albiceps","Aves","Tyrannidae",13,13,"LC","NE","visitante",3
"3082",41733533,"2016-02-08","javguigon",-34.8472863864,-55.0028365833,"Maldonado","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"3083",41733536,"2016-02-08","javguigon",-34.8472863864,-55.0028365833,"Maldonado","Melanerpes candidus","Aves","Picidae",19,24,"LC","LC","visitante",3
"3084",41733647,"2016-02-09","javguigon",-34.8473432904,-55.0028571147,"Maldonado","Icterus pyrrhopterus","Aves","Icteridae",19,19,"LC","LC","visitante",3
"3085",41734114,"2016-02-10","javguigon",-34.6013909501,-54.1402251493,"Rocha","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",3
"3086",41734115,"2016-02-10","javguigon",-34.6013909501,-54.1402251493,"Rocha","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",3
"3087",41734116,"2016-02-10","javguigon",-34.6013909501,-54.1402251493,"Rocha","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",3
"3088",41734123,"2016-02-10","javguigon",-34.6013909501,-54.1402251493,"Rocha","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",3
"3089",41734434,"2016-02-11","javguigon",-34.8473439641,-55.0027811565,"Maldonado","Ardea alba","Aves","Ardeidae",19,65,"LC","LC","visitante",3
"3090",41734435,"2016-02-11","javguigon",-34.8473439641,-55.0027811565,"Maldonado","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",3
"3091",41734436,"2016-02-11","javguigon",-34.8473439641,-55.0027811565,"Maldonado","Megascops choliba","Aves","Strigidae",19,23,"LC","LC","visitante",3
"3092",41734450,"2016-02-11","javguigon",-34.8473439641,-55.0027811565,"Maldonado","Bubulcus ibis","Aves","Ardeidae",19,37,"LC","LC","visitante",3
"3093",41734453,"2016-02-11","javguigon",-34.8473439641,-55.0027811565,"Maldonado","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",3
"3094",41734624,"2016-02-15","javguigon",-34.8223457,-55.3157315,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",3
"3134",41833979,"2020-02-19","yotaut",-30.7856781962,-56.6444485584,"Artigas","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","visitante",53
"3175",41950237,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",3
"3176",41950238,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Nothura maculosa","Aves","Tinamidae",19,25,"LC","LC","visitante",3
"3177",41950240,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",3
"3178",41950244,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Setophaga pitiayumi","Aves","Parulidae",19,9,"LC","LC","visitante",3
"3179",41950245,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Patagioenas maculosa","Aves","Columbidae",19,33,"LC","LC","visitante",3
"3180",41950248,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Rauenia bonariensis","Aves","Thraupidae",19,17,"LC","LC","visitante",3
"3181",41950260,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",3
"3182",41950261,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Poospiza nigrorufa","Aves","Thraupidae",19,13,"LC","LC","visitante",3
"3183",41950269,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",3
"3184",41950275,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Chloroceryle americana","Aves","Alcedinidae",19,18,"LC","LC","visitante",3
"3185",41950280,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Aramus guarauna","Aves","Aramidae",19,55,"LC","LC","visitante",3
"3186",41950281,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Satrapa icterophrys","Aves","Tyrannidae",19,16,"LC","LC","visitante",3
"3187",41950285,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Polioptila dumicola","Aves","Polioptilidae",19,11,"LC","LC","visitante",3
"3188",41950286,"2017-07-20","javguigon",-34.0939853587,-56.2201229439,"Florida","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","visitante",3
"3189",41950877,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Donacospiza albifrons","Aves","Thraupidae",19,14,"LC","LC","visitante",3
"3190",41950878,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",3
"3191",41950879,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Patagioenas maculosa","Aves","Columbidae",19,33,"LC","LC","visitante",3
"3192",41950885,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Polioptila dumicola","Aves","Polioptilidae",19,11,"LC","LC","visitante",3
"3193",41950886,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",3
"3194",41950888,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Gallinago paraguaiae","Aves","Scolopacidae",19,25,"LC","LC","visitante",3
"3195",41950890,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"3196",41950893,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",3
"3197",41950894,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",3
"3198",41950899,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Troglodytes aedon","Aves","Troglodytidae",19,10,"LC","LC","visitante",3
"3199",41950903,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","visitante",3
"3200",41950905,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",3
"3201",41950906,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Anas flavirostris","Aves","Anatidae",19,34,"LC","LC","visitante",3
"3202",41950913,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Amazonetta brasiliensis","Aves","Anatidae",19,36,"LC","LC","visitante",3
"3203",41950917,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",3
"3204",41950918,"2017-07-23","javguigon",-34.0948167,-56.2202946,"Florida","Phacellodomus striaticollis","Aves","Furnariidae",19,16,"LC","LC","visitante",3
"3205",41955549,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Penelope obscura","Aves","Cracidae",19,69,"LC","LC","visitante",3
"3206",41955551,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"3207",41955552,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"3208",41955556,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"3209",41955557,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Chordeiles nacunda","Aves","Caprimulgidae",19,28,"LC","LC","visitante",3
"3210",41955559,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",3
"3211",41955561,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Nothura maculosa","Aves","Tinamidae",19,25,"LC","LC","visitante",3
"3212",41955564,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",3
"3213",41955568,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",3
"3214",41955569,"2017-09-20","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Camptostoma obsoletum","Aves","Tyrannidae",19,9,"LC","LC","visitante",3
"3215",41956551,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Serpophaga nigricans","Aves","Tyrannidae",19,11,"LC","LC","visitante",3
"3216",41956552,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","visitante",3
"3217",41956554,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",3
"3218",41956558,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Saltator similis","Aves","Thraupidae",19,19,"LC","LC","visitante",3
"3219",41956559,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",3
"3220",41956561,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",3
"3221",41956565,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Embernagra platensis","Aves","Thraupidae",19,20,"LC","LC","visitante",3
"3222",41956566,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",3
"3223",41956567,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Theristicus caudatus","Aves","Threskiornithidae",19,57,"LC","LC","visitante",3
"3224",41956572,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","visitante",3
"3225",41956573,"2017-09-21","javguigon",-32.138149233,-53.6373093197,"Cerro Largo","Dryobates spilogaster","Aves","Picidae",19,14,"LC","LC","visitante",3
"3226",41956576,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","visitante",3
"3227",41956577,"2017-09-21","javguigon",-32.0670738718,-53.756631005,"Cerro Largo","Heteroxolmis dominicana","Aves","Tyrannidae",17,19,"VU","VU","visitante",3
"3228",41956579,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Thraupis sayaca","Aves","Thraupidae",19,15,"LC","LC","visitante",3
"3229",41956580,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"3230",41956581,"2017-09-21","javguigon",-32.1329921688,-53.6516866169,"Cerro Largo","Sittasomus griseicapillus","Aves","Furnariidae",1,14,"LC","NT","visitante",3
"3231",41956589,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Lochmias nematura","Aves","Furnariidae",19,13,"LC","LC","visitante",3
"3232",41956590,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Coragyps atratus","Aves","Cathartidae",19,53,"LC","LC","visitante",3
"3233",41956593,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Cyclarhis gujanensis","Aves","Vireonidae",19,16,"LC","LC","visitante",3
"3234",41956601,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","visitante",3
"3235",41956602,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Turdus amaurochalinus","Aves","Turdidae",19,21,"LC","LC","visitante",3
"3236",41956880,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Nengetus cinereus","Aves","Tyrannidae",19,20,"LC","LC","visitante",3
"3237",41956881,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Porphyriops melanops","Aves","Rallidae",19,20,"LC","LC","visitante",3
"3238",41956883,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Stelgidopteryx ruficollis","Aves","Hirundinidae",19,13,"LC","LC","visitante",3
"3239",41956888,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",3
"3240",41956890,"2017-09-21","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Phacellodomus striaticollis","Aves","Furnariidae",19,16,"LC","LC","visitante",3
"3241",41957660,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Glaucidium brasilianum","Aves","Strigidae",19,18,"LC","LC","visitante",3
"3242",41957662,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",3
"3243",41957673,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",3
"3244",41957677,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Cacicus chrysopterus","Aves","Icteridae",9,21,"LC","LC","visitante",3
"3245",41957679,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Elaenia parvirostris","Aves","Tyrannidae",19,13,"LC","LC","visitante",3
"3246",41957688,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Poospiza nigrorufa","Aves","Thraupidae",19,13,"LC","LC","visitante",3
"3247",41957689,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Synallaxis frontalis","Aves","Furnariidae",19,15,"LC","LC","visitante",3
"3248",41957690,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Camptostoma obsoletum","Aves","Tyrannidae",19,9,"LC","LC","visitante",3
"3249",41957697,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",3
"3250",41957700,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Stilpnia preciosa","Aves","Thraupidae",17,15,"LC","LC","visitante",3
"3251",41957701,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Geothlypis aequinoctialis","Aves","Parulidae",19,13,"LC","LC","visitante",3
"3252",41957922,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",3
"3253",41957923,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Tigrisoma lineatum","Aves","Ardeidae",19,62,"LC","LC","visitante",3
"3254",41957927,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",3
"3255",41957928,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Phylloscartes ventralis","Aves","Tyrannidae",19,10,"LC","LC","visitante",3
"3256",41957932,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","visitante",3
"3257",41957933,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",3
"3258",41957935,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","visitante",3
"3259",41957938,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Nycticorax nycticorax","Aves","Ardeidae",19,47,"LC","LC","visitante",3
"3260",41957939,"2017-09-22","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Rostrhamus sociabilis","Aves","Accipitridae",19,41,"LC","LC","visitante",3
"3261",42047058,"2017-09-23","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Porphyriops melanops","Aves","Rallidae",19,20,"LC","LC","visitante",3
"3262",42047059,"2017-09-23","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",3
"3263",42047060,"2017-09-23","javguigon",-32.1428607,-53.7319325,"Cerro Largo","Geositta cunicularia","Aves","Furnariidae",19,14,"LC","LC","visitante",3
