id,observado,usuario,latitude,longitude,place_admin1_name,especie,clase,familia,distribucion,largo_cm,status_global,status_regional,nivel,ranking
103249365,2018-10-10,germangil,-33.9126879095,-53.5837957263,Rocha,Lygophis anomalus,Reptilia,Colubridae,19,62,NE,LC,intermedio,66
103249563,2018-09-17,germangil,-34.372551627,-55.0524875522,Lavalleja,Limnomedusa macroglossa,Amphibia,Alsodidae,19,4.63,LC,LC,intermedio,66
103249955,2018-09-02,germangil,-33.9969473694,-53.5710954666,Rocha,Scinax uruguayus,Amphibia,Hylidae,17,2.6,LC,LC,intermedio,66
103250049,2017-02-26,germangil,-33.9691433924,-53.6486364529,Rocha,Mazama gouazoubira,Mammalia,Cervidae,19,210,LC,NT,intermedio,66
103250477,2016-03-15,germangil,-34.4058903129,-53.7770871073,Rocha,Mirounga leonina,Mammalia,Phocidae,5,450,LC,NE,intermedio,66
103251063,2016-03-16,germangil,-34.3721938123,-53.8557462394,Rocha,Leopardus geoffroyi,Mammalia,Felidae,19,90,LC,NT,intermedio,66
103258006,2021-12-17,gmmv80,-30.9356584536,-55.6173101172,Rivera,Empidonomus varius,Aves,Tyrannidae,10,17,LC,LC,experimentado,10
103269357,2021-12-16,klaus16,-34.7604508373,-55.6931124949,Canelones,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,intermedio,23
103287321,2021-12-18,gmmv80,-30935,-55.616542,Rivera,Rhinella diptycha,Amphibia,Bufonidae,4,25,LC,LC,experimentado,10
103302634,2016-03-19,julian_tocce,-34.7667265126,-55.708731867,Canelones,Fregata magnificens,Aves,Fregatidae,6,65,LC,LC,intermedio,18
103359658,2020-11-11,luisvescia,-32.2427757624,-54.086245025,Cerro Largo,Phrynops williamsi,Reptilia,Chelidae,6,33,VU,NT,intermedio,3
103359766,2021-07-02,luisvescia,-32.3680730887,-54.1873168945,Cerro Largo,Ophiodes striatus,Reptilia,Diploglossidae,19,26,NE,LC,intermedio,3
103359875,2021-02-05,luisvescia,-32.3680730887,-54.1873168945,Cerro Largo,Xenodon dorbignyi,Reptilia,Colubridae,19,70,NE,LC,intermedio,3
103370413,2021-12-19,franli,-34.3802917735,-54.0883526779,Rocha,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,intermedio,21
103370415,2021-12-19,franli,-34.2163405253,-53.9364818175,Rocha,Mycteria americana,Aves,Ciconiidae,19,65,LC,LC,intermedio,21
103370416,2021-12-19,franli,-34.2160210763,-53.9392009761,Rocha,Plegadis chihi,Aves,Threskiornithidae,19,40,LC,LC,intermedio,21
103370417,2021-12-19,franli,-34.2158383444,-53.9395924423,Rocha,Chauna torquata,Aves,Anhimidae,19,85,LC,LC,intermedio,21
103370419,2021-12-19,franli,-34.216218104,-53.9366564048,Rocha,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,intermedio,21
103370420,2021-12-19,franli,-34.0434761698,-53.5381284858,Rocha,Fregata magnificens,Aves,Fregatidae,6,65,LC,LC,intermedio,21
103384476,2021-12-20,santiagomailhos,-32529,-58.0382695,Río Negro,Calomys laucha,Mammalia,Cricetidae,19,13,LC,LC,experimentado,1
103415434,2021-12-21,gonzalorodriguez,-30.9993048943,-56.8704710528,Artigas,Tomodon ocellatus,Reptilia,Colubridae,19,54,NE,LC,intermedio,29
103416199,2021-12-20,gmmv80,-31.3331971562,-55.8542879593,Rivera,Geothlypis aequinoctialis,Aves,Parulidae,19,13,LC,LC,experimentado,10
103417762,2021-12-20,gmmv80,-31.2638836856,-55.8524845924,Rivera,Amazonetta brasiliensis,Aves,Anatidae,19,36,LC,LC,experimentado,10
103418522,2021-12-19,lucia_m_demarco,-34.8610071944,-56.1991756944,Montevideo,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,323
103425552,2021-11-15,rafatosi,-32.6399475876,-58.1490303987,Río Negro,Chironius gouveai,Reptilia,Colubridae,5,180,LC,LC,intermedio,19
103425559,2021-11-15,rafatosi,-32.529321902,-57.9580560319,Paysandú,Rhinella dorbignyi,Amphibia,Bufonidae,10,7,LC,LC,intermedio,19
103425562,2021-11-15,rafatosi,-32.529951056,-57.9584633463,Paysandú,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,intermedio,19
103437523,2021-12-21,diego_caballero,-34.778444988,-55.8335533994,Canelones,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,experimentado,7
103438367,2021-12-18,diego_caballero,-34.1084624494,-56.0314670854,Florida,Progne tapera,Aves,Hirundinidae,19,16,LC,LC,experimentado,7
103438543,2021-12-18,diego_caballero,-34.0509717899,-56.0323626652,Florida,Bubo virginianus,Aves,Strigidae,19,51,LC,LC,experimentado,7
103439223,2021-12-18,diego_caballero,-34.0987674704,-56.1309446531,Florida,Troglodytes aedon,Aves,Troglodytidae,19,10,LC,LC,experimentado,7
103439837,2021-12-18,diego_caballero,-34.0566445834,-56.0640203772,Florida,Polystictus pectoralis,Aves,Tyrannidae,19,9,NT,VU,experimentado,7
103440500,2021-12-18,diego_caballero,-34.1140518114,-56.1216157148,Florida,Sicalis luteola,Aves,Thraupidae,19,12,LC,LC,experimentado,7
103449360,2021-12-21,luisvescia,-32.3680730887,-54.1873168945,Cerro Largo,Leptodactylus gracilis,Amphibia,Leptodactylidae,19,4.5,LC,LC,intermedio,3
103467419,2021-12-22,afiorini,-34.9083052995,-55.0058205519,Maldonado,Gallinula galeata,Aves,Rallidae,19,33,LC,LC,principiante,621
103468411,2021-12-18,diego_caballero,-34.1548995704,-56.1559931635,Florida,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,experimentado,7
103475010,2021-12-22,daniel_hp,-34.8333855877,-55.2140313014,Maldonado,Troglodytes aedon,Aves,Troglodytidae,19,10,LC,LC,intermedio,12
103485016,2021-12-21,klaus16,-34.7365913252,-55.7108421104,Canelones,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,intermedio,23
103485488,2021-12-21,klaus16,-34.7366518825,-55.7110310826,Canelones,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,intermedio,23
103485781,2021-12-21,klaus16,-34.7368438632,-55.711238795,Canelones,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,intermedio,23
103499425,2021-12-22,lucasnmascolo,-32.56853,-57.3506466667,Río Negro,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,principiante,99
103499638,2021-12-14,luisvescia,-32.3680730887,-54.1873168945,Cerro Largo,Lepidocolaptes angustirostris,Aves,Furnariidae,19,18,LC,LC,intermedio,3
103499735,2021-12-14,luisvescia,-32.3680730887,-54.1873168945,Cerro Largo,Geothlypis aequinoctialis,Aves,Parulidae,19,13,LC,LC,intermedio,3
103536085,2021-12-23,gonzalorodriguez,-30.9993048943,-56.8704710528,Artigas,Ophiodes striatus,Reptilia,Diploglossidae,19,26,NE,LC,intermedio,29
103553455,2015-01-06,msilvera,-34.7901305732,-55.9322291815,Canelones,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,experimentado,2
103553456,2015-05-18,msilvera,-34.3223796745,-54.9895850702,Lavalleja,Stilpnia preciosa,Aves,Thraupidae,17,15,LC,LC,experimentado,2
103553458,2015-02-16,msilvera,-31.2790785532,-57.1892667312,Salto,Buteogallus meridionalis,Aves,Accipitridae,19,51,LC,LC,experimentado,2
103553459,2015-02-13,msilvera,-30.7637076846,-56.7988189149,Artigas,Geranoaetus melanoleucus,Aves,Accipitridae,19,65,LC,VU,experimentado,2
103553460,2015-07-25,msilvera,-34.9963504801,-54.9189138679,Maldonado,Thalassarche melanophris,Aves,Diomedeidae,6,90,LC,LC,experimentado,2
103553462,2015-08-25,msilvera,-34.7650303225,-56.4240094114,San José,Agelasticus thilius,Aves,Icteridae,19,17,LC,LC,experimentado,2
103553464,2015-01-07,msilvera,-34.7900378279,-55.9321943339,Canelones,Circus buffoni,Aves,Accipitridae,19,52,LC,LC,experimentado,2
103553465,2015-02-08,msilvera,-31.3862082354,-57.9494544823,Salto,Anhinga anhinga,Aves,Anhingidae,19,66,LC,LC,experimentado,2
103553466,2015-07-01,msilvera,-31.2952339655,-57.9496859989,Salto,Basileuterus culicivorus,Aves,Parulidae,19,12,LC,LC,experimentado,2
103553467,2015-07-08,msilvera,-31.2950299967,-57.9496598108,Salto,Myiothlypis leucoblephara,Aves,Parulidae,19,12,LC,LC,experimentado,2
103553468,2015-05-10,msilvera,-31.387049745,-57.9756039619,Salto,Phaetusa simplex,Aves,Laridae,15,38,LC,LC,experimentado,2
103553469,2015-12-19,msilvera,-30.2474027261,-57.6026565712,Artigas,Cyanoloxia glaucocaerulea,Aves,Cardinalidae,19,14,LC,LC,experimentado,2
103553470,2015-02-09,msilvera,-30.9487955566,-57.5190209405,Salto,Theristicus caudatus,Aves,Threskiornithidae,19,57,LC,LC,experimentado,2
103553471,2015-01-21,msilvera,-34.6396767984,-54.2128415987,Rocha,Theristicus caerulescens,Aves,Threskiornithidae,19,62,LC,LC,experimentado,2
103553472,2015-12-19,msilvera,-30.2471262618,-57.6028188525,Artigas,Euscarthmus meloryphus,Aves,Tyrannidae,19,10,LC,LC,experimentado,2
103553473,2015-04-25,msilvera,-34.7902203453,-55.9322993418,Canelones,Thamnophilus ruficapillus,Aves,Thamnophilidae,19,16,LC,LC,experimentado,2
103553474,2015-01-30,msilvera,-34.7901949489,-55.9321887817,Canelones,Thamnophilus caerulescens,Aves,Thamnophilidae,19,13,LC,LC,experimentado,2
103553475,2015-09-16,msilvera,-34.7177807502,-55.9327960984,Canelones,Gallinago paraguaiae,Aves,Scolopacidae,19,25,LC,LC,experimentado,2
103553477,2015-11-14,msilvera,-34.7196068108,-55.9487291097,Canelones,Myiodynastes maculatus,Aves,Tyrannidae,19,19,LC,LC,experimentado,2
103553479,2015-01-19,msilvera,-34.7901766284,-55.9322162734,Canelones,Tyrannus melancholicus,Aves,Tyrannidae,19,20,LC,LC,experimentado,2
103553480,2015-01-19,msilvera,-34.7901663397,-55.9322336267,Canelones,Pitangus sulphuratus,Aves,Tyrannidae,19,22,LC,LC,experimentado,2
103553481,2015-02-26,msilvera,-34.7945126987,-55.8681723418,Canelones,Nannopterum brasilianum,Aves,Phalacrocoracidae,19,63,LC,LC,experimentado,2
103553482,2015-02-11,msilvera,-30.9459364807,-57.5198165711,Salto,Icterus pyrrhopterus,Aves,Icteridae,19,19,LC,LC,experimentado,2
103553483,2015-12-19,msilvera,-30.3825595671,-57.6539926534,Artigas,Cacicus haemorrhous,Aves,Icteridae,1,24,LC,NE,experimentado,2
103553486,2015-07-06,msilvera,-31.4822651824,-58.0279921951,Salto,Coryphospingus cucullatus,Aves,Thraupidae,19,12,LC,LC,experimentado,2
103553490,2015-10-24,msilvera,-34.8543947851,-56.0299073037,Canelones,Myiarchus swainsoni,Aves,Tyrannidae,19,18,LC,LC,experimentado,2
103553491,2015-09-26,msilvera,-34.7566825541,-56.4339008133,San José,Laterallus melanophaius,Aves,Rallidae,19,18,LC,LC,experimentado,2
103553492,2015-05-30,msilvera,-34.7117065509,-55.441135081,Maldonado,Spinus magellanicus,Aves,Fringillidae,19,12,LC,LC,experimentado,2
103553494,2015-09-26,msilvera,-34.7582517843,-56.4297937877,San José,Anthus hellmayri,Aves,Motacillidae,19,14,LC,LC,experimentado,2
103553495,2015-01-06,msilvera,-34.7902081853,-55.9322230095,Canelones,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,experimentado,2
103553496,2015-07-03,msilvera,-31.6485165397,-57.9608299034,Paysandú,Mimus triurus,Aves,Mimidae,19,20,LC,LC,experimentado,2
103553497,2015-11-15,msilvera,-34.7489684688,-55.8241466575,Canelones,Calidris himantopus,Aves,Scolopacidae,8,21,LC,LC,experimentado,2
103553498,2015-12-20,msilvera,-30.2317393791,-57.691060082,Artigas,Sporophila ruficollis,Aves,Thraupidae,7,9,NT,VU,experimentado,2
103553499,2015-02-16,msilvera,-31.2890960526,-57.1224796584,Salto,Rostrhamus sociabilis,Aves,Accipitridae,19,41,LC,LC,experimentado,2
103553500,2015-01-21,msilvera,-34.6344013822,-54.1868704024,Rocha,Caracara plancus,Aves,Falconidae,19,55,LC,LC,experimentado,2
103553503,2015-02-16,msilvera,-31.2885103799,-57.1219227549,Salto,Aramus guarauna,Aves,Aramidae,19,55,LC,LC,experimentado,2
103553504,2015-10-24,msilvera,-34.8552569242,-56.0304362575,Canelones,Carduelis carduelis,Aves,Fringillidae,14,12,LC,NE,experimentado,2
103553505,2015-05-18,msilvera,-34.3251822966,-54.9842525806,Lavalleja,Stephanophorus diadematus,Aves,Thraupidae,19,18,LC,LC,experimentado,2
103553506,2015-02-17,msilvera,-31.635831428,-57.7258117083,Paysandú,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,experimentado,2
103553508,2015-01-22,msilvera,-34.5780528694,-54.1172669979,Rocha,Melanerpes candidus,Aves,Picidae,19,24,LC,LC,experimentado,2
103553512,2015-02-08,msilvera,-31.3861901096,-57.9494606238,Salto,Dryobates spilogaster,Aves,Picidae,19,14,LC,LC,experimentado,2
103553514,2015-02-08,msilvera,-31.3861701966,-57.9494699831,Salto,Thraupis sayaca,Aves,Thraupidae,19,15,LC,LC,experimentado,2
103553516,2015-01-21,msilvera,-34.6404079495,-54.2121424438,Rocha,Chauna torquata,Aves,Anhimidae,19,85,LC,LC,experimentado,2
103553517,2015-01-21,msilvera,-34.6398501195,-54.2120183275,Rocha,Milvago chimango,Aves,Falconidae,19,37,LC,LC,experimentado,2
103553518,2015-11-21,msilvera,-34.7482119715,-55.8321009195,Canelones,Ammodramus humeralis,Aves,Passerellidae,19,11,LC,LC,experimentado,2
103553519,2015-01-18,msilvera,-34.7900539955,-55.9321045411,Canelones,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,experimentado,2
103553520,2015-06-19,msilvera,-34.7604556282,-55.6876205794,Canelones,Aramides cajaneus,Aves,Rallidae,19,36,LC,LC,experimentado,2
103553521,2015-01-06,msilvera,-34.7901561557,-55.9321976289,Canelones,Vireo chivi,Aves,Vireonidae,19,14,LC,LC,experimentado,2
103553522,2015-02-26,msilvera,-34.7947765767,-55.8655857575,Canelones,Charadrius collaris,Aves,Charadriidae,19,14,LC,LC,experimentado,2
103553525,2015-06-19,msilvera,-34.7741749973,-55.6582617619,Canelones,Charadrius falklandicus,Aves,Charadriidae,6,16,LC,LC,experimentado,2
103553526,2015-05-07,msilvera,-34.7949880292,-55.8628391755,Canelones,Charadrius semipalmatus,Aves,Charadriidae,5,15,LC,LC,experimentado,2
103553527,2015-05-07,msilvera,-34.7945505051,-55.8651376013,Canelones,Charadrius modestus,Aves,Charadriidae,19,19,LC,LC,experimentado,2
103553528,2015-01-21,msilvera,-34.6686532665,-54.1525698324,Rocha,Pluvialis dominica,Aves,Charadriidae,19,23,LC,LC,experimentado,2
103553530,2015-01-11,msilvera,-34.7559006675,-55.7108653537,Canelones,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,experimentado,2
103553531,2015-01-22,msilvera,-34.3320926847,-53.8099193375,Rocha,Mycteria americana,Aves,Ciconiidae,19,65,LC,LC,experimentado,2
103553532,2015-01-22,msilvera,-34.3312927171,-53.8104006747,Rocha,Ciconia maguari,Aves,Ciconiidae,19,85,LC,LC,experimentado,2
103553533,2015-11-15,msilvera,-34.7507968698,-55.8296227782,Canelones,Cygnus melancoryphus,Aves,Anatidae,19,90,LC,LC,experimentado,2
103553535,2015-04-10,msilvera,-34.7857540969,-55.9610294831,Canelones,Coscoroba coscoroba,Aves,Anatidae,19,71,LC,LC,experimentado,2
103553536,2015-01-06,msilvera,-34.790218877,-55.9322471662,Canelones,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,experimentado,2
103553537,2015-11-07,msilvera,-34.7236224445,-55.8308260453,Canelones,Tapera naevia,Aves,Cuculidae,19,28,LC,LC,experimentado,2
103553538,2015-07-07,msilvera,-31.3705853729,-57.9051832569,Salto,Coryphistera alaudina,Aves,Furnariidae,6,15,LC,NT,experimentado,2
103553539,2015-03-22,msilvera,-34.7568553119,-56.3049345329,Montevideo,Phimosus infuscatus,Aves,Threskiornithidae,19,40,LC,LC,experimentado,2
103553541,2015-01-21,msilvera,-34.6413169687,-54.2113897145,Rocha,Plegadis chihi,Aves,Threskiornithidae,19,40,LC,LC,experimentado,2
103553542,2015-05-17,msilvera,-32.9200434889,-54.4562496056,Treinta y Tres,Cathartes burrovianus,Aves,Cathartidae,19,56,LC,LC,experimentado,2
103553543,2015-05-17,msilvera,-32.8994800876,-54.4437247788,Treinta y Tres,Coragyps atratus,Aves,Cathartidae,19,53,LC,LC,experimentado,2
103553545,2015-01-22,msilvera,-34.4414085999,-53.9115858032,Rocha,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,experimentado,2
103553546,2015-12-21,msilvera,-30.3207215457,-57.7198674885,Artigas,Certhiaxis cinnamomeus,Aves,Furnariidae,19,13,LC,NT,experimentado,2
103553548,2015-01-06,msilvera,-34.7901990481,-55.9322517987,Canelones,Columba livia,Aves,Columbidae,19,33,LC,NE,experimentado,2
103553549,2015-11-15,msilvera,-34.6653357781,-55.8172571574,Canelones,Sporophila collaris,Aves,Thraupidae,14,11,LC,VU,experimentado,2
103553550,2015-01-19,msilvera,-34.7901075964,-55.9321766987,Canelones,Geothlypis aequinoctialis,Aves,Parulidae,19,13,LC,LC,experimentado,2
103553551,2015-01-20,msilvera,-34.7901162955,-55.9321969743,Canelones,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,experimentado,2
103553552,2015-12-19,msilvera,-30.2472134927,-57.6027536478,Artigas,Setopagis parvula,Aves,Caprimulgidae,19,20,LC,LC,experimentado,2
103553554,2015-01-21,msilvera,-34.5672632593,-54.2303673531,Rocha,Xanthopsar flavus,Aves,Icteridae,12,19,VU,VU,experimentado,2
103553556,2015-01-21,msilvera,-34.6408067836,-54.2106915637,Rocha,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,experimentado,2
103553557,2015-02-14,msilvera,-31.0895520801,-57.0247043164,Salto,Anumbius annumbi,Aves,Furnariidae,19,18,LC,LC,experimentado,2
103553558,2015-09-25,msilvera,-34.9244793335,-56.1697283553,Montevideo,Sturnus vulgaris,Aves,Sturnidae,19,20,LC,NE,experimentado,2
103553559,2015-09-16,msilvera,-34.7177581987,-55.9330941157,Canelones,Phalaropus tricolor,Aves,Scolopacidae,19,21,LC,LC,experimentado,2
103553560,2015-12-19,msilvera,-30.3562298968,-57.7510626711,Artigas,Elaenia spectabilis,Aves,Tyrannidae,7,16,LC,NT,experimentado,2
103553561,2015-01-06,msilvera,-34.7901535211,-55.9322392972,Canelones,Elaenia parvirostris,Aves,Tyrannidae,19,13,LC,LC,experimentado,2
103553562,2015-09-19,msilvera,-34.8947010854,-54.6253408598,Maldonado,Phoenicopterus chilensis,Aves,Phoenicopteridae,7,75,NT,VU,experimentado,2
103553563,2015-04-03,msilvera,-33.7722583076,-53.3912521716,Rocha,Fregata magnificens,Aves,Fregatidae,6,65,LC,LC,experimentado,2
103553564,2015-05-16,msilvera,-34.4125073569,-55.2208042284,Lavalleja,Piranga flava,Aves,Cardinalidae,19,17,LC,LC,experimentado,2
103553567,2015-04-13,msilvera,-34.8528083905,-55.9927020671,Canelones,Fulica leucoptera,Aves,Rallidae,19,30,LC,LC,experimentado,2
103553568,2015-04-08,msilvera,-34.7944938546,-55.8656760901,Canelones,Fulica armillata,Aves,Rallidae,19,35,LC,LC,experimentado,2
103553569,2015-04-08,msilvera,-34.7758691099,-55.9505821154,Canelones,Pardirallus sanguinolentus,Aves,Rallidae,19,29,LC,LC,experimentado,2
103553570,2015-01-21,msilvera,-34.6512872173,-54.2175711804,Rocha,Aramides ypecaha,Aves,Rallidae,19,45,LC,LC,experimentado,2
103553571,2015-01-22,msilvera,-34.339319216,-53.7913653932,Rocha,Gallinula galeata,Aves,Rallidae,19,33,LC,LC,experimentado,2
103553572,2015-01-21,msilvera,-34.649189039,-54.2170547733,Rocha,Butorides striata,Aves,Ardeidae,19,34,LC,LC,experimentado,2
103553574,2015-11-01,msilvera,-34.7231792942,-55.6886082891,Canelones,Bubulcus ibis,Aves,Ardeidae,19,37,LC,LC,experimentado,2
103553575,2015-12-19,msilvera,-30.2268461355,-57.6091149984,Artigas,Sporophila caerulescens,Aves,Thraupidae,19,11,LC,LC,experimentado,2
103553576,2015-12-19,msilvera,-30.2097322475,-57.6256432893,Artigas,Chrysomus ruficapillus,Aves,Icteridae,19,17,LC,LC,experimentado,2
103553577,2015-01-21,msilvera,-34.6454568354,-54.2159122861,Rocha,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,experimentado,2
103553581,2015-01-22,msilvera,-34.6454990175,-54.2160788257,Rocha,Egretta thula,Aves,Ardeidae,19,39,LC,LC,experimentado,2
103553583,2015-01-06,msilvera,-34.7960993185,-55.928358979,Canelones,Ardea alba,Aves,Ardeidae,19,65,LC,LC,experimentado,2
103553585,2015-07-08,msilvera,-31.2959209585,-57.9490378282,Salto,Nycticorax nycticorax,Aves,Ardeidae,19,47,LC,LC,experimentado,2
103553588,2015-01-21,msilvera,-34.658703264,-54.2181437842,Rocha,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,experimentado,2
103553591,2015-05-09,msilvera,-31.3863555559,-57.9494810302,Salto,Accipiter striatus,Aves,Accipitridae,19,26,LC,LC,experimentado,2
103553592,2015-01-21,msilvera,-34.6391584862,-54.2012481221,Rocha,Rupornis magnirostris,Aves,Accipitridae,19,38,LC,LC,experimentado,2
103553593,2015-04-04,msilvera,-34.9030883483,-55.2376653594,Maldonado,Parabuteo unicinctus,Aves,Accipitridae,19,50,LC,LC,experimentado,2
103553595,2015-06-21,msilvera,-34.9452822806,-56.1966378868,Montevideo,Larus atlanticus,Aves,Laridae,6,48,NT,EN,experimentado,2
103553596,2015-01-21,msilvera,-34.6689417399,-54.1524820087,Rocha,Chroicocephalus maculipennis,Aves,Laridae,19,35,LC,LC,experimentado,2
103553597,2015-01-15,msilvera,-34.7940012461,-55.8713364136,Canelones,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,2
103553598,2015-08-22,msilvera,-34.7946638616,-55.8639023627,Canelones,Sternula superciliaris,Aves,Laridae,19,23,LC,LC,experimentado,2
103553599,2015-07-10,msilvera,-34.8957906634,-55.2236259523,Maldonado,Sterna hirundinacea,Aves,Laridae,9,38,LC,LC,experimentado,2
103553600,2015-02-26,msilvera,-34.7952699651,-55.8655857575,Canelones,Sterna trudeaui,Aves,Laridae,13,32,LC,LC,experimentado,2
103553601,2015-02-26,msilvera,-34.6377995986,-55.9855842141,Canelones,Thalasseus sandvicensis,Aves,Laridae,9,40,LC,NE,experimentado,2
103553603,2015-01-30,msilvera,-34.7922742783,-55.5394155156,Canelones,Thalasseus maximus,Aves,Laridae,8,44,LC,CR,experimentado,2
103553605,2015-04-02,msilvera,-33.7618806186,-53.3967934078,Rocha,Pygochelidon cyanoleuca,Aves,Hirundinidae,19,11,LC,LC,experimentado,2
103553607,2015-11-01,msilvera,-34.7223292795,-55.8358648635,Canelones,Alopochelidon fucata,Aves,Hirundinidae,19,11,LC,LC,experimentado,2
103553608,2015-08-25,msilvera,-34.7621994118,-56.427968972,San José,Tachycineta leucorrhoa,Aves,Hirundinidae,19,13,LC,LC,experimentado,2
103553609,2015-09-16,msilvera,-34.7175418747,-55.933129041,Canelones,Stelgidopteryx ruficollis,Aves,Hirundinidae,19,13,LC,LC,experimentado,2
103553610,2015-01-22,msilvera,-34.4479205657,-53.9035177185,Rocha,Progne chalybea,Aves,Hirundinidae,19,18,LC,LC,experimentado,2
103553611,2015-09-03,msilvera,-34.7265723694,-55.9059658041,Canelones,Progne elegans,Aves,Hirundinidae,9,18,LC,LC,experimentado,2
103553613,2015-01-21,msilvera,-34.6397742162,-54.2051961596,Rocha,Progne tapera,Aves,Hirundinidae,19,16,LC,LC,experimentado,2
103553614,2015-01-11,msilvera,-34.7550067604,-55.7103610664,Canelones,Passer domesticus,Aves,Passeridae,19,13,LC,NE,experimentado,2
103553615,2015-04-08,msilvera,-34.7808870088,-55.9464760912,Canelones,Elanus leucurus,Aves,Accipitridae,19,40,LC,LC,experimentado,2
103553616,2015-04-08,msilvera,-34.8036211412,-55.9779244327,Canelones,Falco femoralis,Aves,Falconidae,19,35,LC,LC,experimentado,2
103553617,2015-01-21,msilvera,-34.6394284667,-54.1964126562,Rocha,Falco sparverius,Aves,Falconidae,19,26,LC,LC,experimentado,2
103553618,2015-05-17,msilvera,-33.2086912623,-54.336712034,Treinta y Tres,Tigrisoma lineatum,Aves,Ardeidae,19,62,LC,LC,experimentado,2
103553619,2015-01-15,msilvera,-34.7931216113,-55.8663260756,Canelones,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,experimentado,2
103553621,2015-02-09,msilvera,-30.9467942173,-57.5202589828,Salto,Pseudoseisura lophotes,Aves,Furnariidae,19,23,LC,LC,experimentado,2
103553622,2015-04-08,msilvera,-34.7756567966,-55.9506484765,Canelones,Jacana jacana,Aves,Jacanidae,19,25,LC,LC,experimentado,2
103553623,2015-05-17,msilvera,-32.9242592078,-54.4591654556,Treinta y Tres,Cyclarhis gujanensis,Aves,Vireonidae,19,16,LC,LC,experimentado,2
103553624,2015-09-26,msilvera,-34.7576071833,-56.4301361969,San José,Phleocryptes melanops,Aves,Furnariidae,19,13,LC,LC,experimentado,2
103553625,2015-01-22,msilvera,-34.3335503699,-53.8053273957,Rocha,Athene cunicularia,Aves,Strigidae,19,25,LC,NT,experimentado,2
103553626,2015-05-17,msilvera,-32.9244032985,-54.4591332691,Treinta y Tres,Phylloscartes ventralis,Aves,Tyrannidae,19,10,LC,LC,experimentado,2
103553627,2015-06-21,msilvera,-34.9341343912,-56.1619294935,Montevideo,Rollandia rolland,Aves,Podicipedidae,19,25,LC,LC,experimentado,2
103553628,2015-02-26,msilvera,-34.7945191781,-55.8664128905,Canelones,Podiceps major,Aves,Podicipedidae,19,51,LC,LC,experimentado,2
103553629,2015-09-25,msilvera,-34.7755850021,-55.950300647,Canelones,Tachybaptus dominicus,Aves,Podicipedidae,9,21,LC,LC,experimentado,2
103553630,2015-04-08,msilvera,-34.7770712262,-55.9501760649,Canelones,Podilymbus podiceps,Aves,Podicipedidae,19,29,LC,LC,experimentado,2
103553631,2015-05-18,msilvera,-34.3205748054,-54.989326814,Lavalleja,Lochmias nematura,Aves,Furnariidae,19,13,LC,LC,experimentado,2
103553634,2015-03-22,msilvera,-34.7792364473,-56.3063895068,Montevideo,Chloroceryle americana,Aves,Alcedinidae,19,18,LC,LC,experimentado,2
103553635,2015-05-31,msilvera,-34.7116800927,-55.44178954,Canelones,Megaceryle torquata,Aves,Alcedinidae,19,36,LC,LC,experimentado,2
103553637,2015-05-17,msilvera,-32.8809464771,-54.4576498646,Treinta y Tres,Chloroceryle amazona,Aves,Alcedinidae,19,26,LC,LC,experimentado,2
103553638,2015-11-15,msilvera,-34.7500001368,-55.8321870128,Canelones,Sicalis luteola,Aves,Thraupidae,19,12,LC,LC,experimentado,2
103553639,2015-04-18,msilvera,-34.7901421058,-55.9321957362,Canelones,Donacospiza albifrons,Aves,Thraupidae,19,14,LC,LC,experimentado,2
103553641,2015-05-18,msilvera,-34.321396509,-54.9834677152,Lavalleja,Microspingus melanoleucus,Aves,Thraupidae,19,12,LC,LC,experimentado,2
103553642,2015-10-27,msilvera,-34.7901685315,-55.9322074626,Canelones,Microspingus cabanisi,Aves,Thraupidae,19,13,LC,LC,experimentado,2
103553643,2015-09-26,msilvera,-34.7618732927,-56.4285483292,San José,Myiophobus fasciatus,Aves,Tyrannidae,19,12,LC,LC,experimentado,2
