quality_grade,place_admin1_name,taxon_species_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,species,IUCNglobal,IUCNregional,trendGlobal
research,Maldonado,Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,Chelonia mydas,EN,VU,Decreasing
research,Rocha,Sporophila palustris,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila palustris,EN,VU,Decreasing
research,Rocha,Sporophila collaris,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila collaris,LC,VU,Stable
research,Canelones,Liolaemus wiegmannii,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,Liolaemus wiegmannii,LC,VU,Stable
research,Rocha,Emberizoides ypiranganus,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Emberizoides,Emberizoides ypiranganus,LC,VU,Stable
research,Rocha,Geranoaetus melanoleucus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,Geranoaetus melanoleucus,LC,VU,Stable
research,Rocha,Circus cinereus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus cinereus,LC,VU,Decreasing
research,Treinta y Tres,Amblyramphus holosericeus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Amblyramphus,Amblyramphus holosericeus,LC,VU,Stable
research,Artigas,Cistothorus platensis,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,Cistothorus platensis,LC,VU,Increasing
research,Florida,Neoxolmis rufiventris,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Neoxolmis,Neoxolmis rufiventris,LC,VU,Unknown
research,Rocha,Limnornis curvirostris,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Limnornis,Limnornis curvirostris,LC,VU,Stable
research,Salto,Campephilus leucopogon,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus leucopogon,LC,VU,Stable
research,Salto,Melanerpes cactorum,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes cactorum,LC,VU,Decreasing
research,Artigas,Crotophaga major,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,Crotophaga major,LC,VU,Stable
research,Cerro Largo,Crypturellus obsoletus,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,LC,VU,Stable
research,Artigas,Casiornis rufus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Casiornis,Casiornis rufus,LC,VU,Decreasing
research,Tacuarembó,Homonota uruguayensis,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Homonota,Homonota uruguayensis,NE,VU,Decreasing
research,Maldonado,Taeniophallus poecilopogon,Animalia,Chordata,Reptilia,Squamata,Colubridae,Taeniophallus,Taeniophallus poecilopogon,NE,VU,Unknown
research,Canelones,Calidris subruficollis,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,NT,VU,Decreasing
research,Montevideo,Limnoctites rectirostris,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Limnoctites,Limnoctites rectirostris,NT,VU,Decreasing
research,Rocha,Phoenicopterus chilensis,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus chilensis,NT,VU,Decreasing
research,Paysandú,Polystictus pectoralis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Polystictus,Polystictus pectoralis,NT,VU,Decreasing
research,Paysandú,Sporophila ruficollis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila ruficollis,NT,VU,Decreasing
research,Florida,Sporophila hypochroma,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila hypochroma,NT,VU,Decreasing
research,Maldonado,Spartonoica maluroides,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Spartonoica,Spartonoica maluroides,NT,VU,Decreasing
research,Cerro Largo,Cyanocorax caeruleus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax caeruleus,NT,VU,NA
research,Rocha,Xanthopsar flavus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthopsar,Xanthopsar flavus,VU,VU,Decreasing
research,Rocha,Caretta caretta,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,Caretta caretta,VU,VU,Decreasing
research,Paysandú,Sporophila cinnamomea,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila cinnamomea,VU,VU,Decreasing
research,Rocha,Procellaria aequinoctialis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria aequinoctialis,VU,VU,Decreasing
research,Salto,Anthus nattereri,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus nattereri,VU,VU,Decreasing
research,Tacuarembó,Athene cunicularia,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia,LC,NT,Decreasing
research,Soriano,Asio flammeus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,LC,NT,Decreasing
research,Colonia,Certhiaxis cinnamomeus,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis cinnamomeus,LC,NT,Decreasing
research,Cerro Largo,Sittasomus griseicapillus,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Sittasomus,Sittasomus griseicapillus,LC,NT,Decreasing
research,Río Negro,Phacellodomus sibilatrix,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus sibilatrix,LC,NT,Decreasing
research,Cerro Largo,Lepidocolaptes falcinellus,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes falcinellus,LC,NT,Stable
research,Salto,Elaenia spectabilis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia spectabilis,LC,NT,Decreasing
research,Salto,Hemitriccus margaritaceiventer,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Hemitriccus,Hemitriccus margaritaceiventer,LC,NT,Stable
research,Cerro Largo,Poecilotriccus plumbeiceps,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Poecilotriccus,Poecilotriccus plumbeiceps,LC,NT,Stable
research,Salto,Paroaria capitata,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Paroaria,Paroaria capitata,LC,NT,Stable
research,Salto,Coryphistera alaudina,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Coryphistera,Coryphistera alaudina,LC,NT,Stable
research,Maldonado,Fluvicola albiventer,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Fluvicola,Fluvicola albiventer,LC,NT,Stable
research,Salto,Megascops sanctaecatarinae,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,Megascops sanctaecatarinae,LC,NT,Decreasing
research,Artigas,Cacicus solitarius,Animalia,Chordata,Aves,Passeriformes,Icteridae,Cacicus,Cacicus solitarius,LC,NT,Stable
research,Cerro Largo,Conopophaga lineata,Animalia,Chordata,Aves,Passeriformes,Conopophagidae,Conopophaga,Conopophaga lineata,LC,NT,Stable
research,Cerro Largo,Phacellodomus ferrugineigula,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus ferrugineigula,LC,NT,Stable
research,Lavalleja,Rhinella achavali,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella achavali,LC,NT,Stable
research,Tacuarembó,Emberizoides herbicola,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Emberizoides,Emberizoides herbicola,LC,NT,Decreasing
research,Rocha,Spheniscus magellanicus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus,NT,NT,Decreasing
research,Maldonado,Pleurodema bibroni,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Pleurodema,Pleurodema bibroni,NT,NT,Decreasing
research,Maldonado,Ardenna grisea,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna grisea,NT,NT,Decreasing
research,Rocha,Diomedea epomophora,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea epomophora,VU,NT,Stable
research,Treinta y Tres,Phrynops williamsi,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,Phrynops williamsi,VU,NT,Decreasing
research,Montevideo,Thalasseus sandvicensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus sandvicensis,LC,NE,Stable
