"id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","distribucion","distribucion_2","largo_cm","tamaño","status_regional","status_global"
79858371,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Scolopacidae","Gallinago paraguaiae",19,"Alta",25,"Mediano","LC","LC"
79858372,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Troglodytidae","Troglodytes aedon",19,"Alta",10,"Pequeño","LC","LC"
79858374,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Thraupidae","Saltator aurantiirostris",19,"Alta",18,"Pequeño","LC","LC"
79858375,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Tyrannidae","Nengetus cinereus",19,"Alta",20,"Mediano","LC","LC"
79858377,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Thraupidae","Stilpnia preciosa",17,"Alta",15,"Pequeño","LC","LC"
79858379,"2018-09-30","javguigon","visitante",3,"-31.3135971495","-55.8237317537","Tacuarembó","Aves","Cardinalidae","Cyanoloxia brissonii",19,"Alta",16,"Pequeño","NT","LC"
79858380,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Tyrannidae","Elaenia parvirostris",19,"Alta",13,"Pequeño","LC","LC"
79858382,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Hirundinidae","Tachycineta leucorrhoa",19,"Alta",13,"Pequeño","LC","LC"
79858383,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Mammalia","Leporidae","Lepus europaeus",19,"Alta",65,"Mediano","LC","LC"
79858386,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Thraupidae","Thraupis sayaca",19,"Alta",15,"Pequeño","LC","LC"
79858389,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Reptilia","Colubridae","Philodryas aestiva",19,"Alta",100,"Grande","LC","NE"
79858391,"2018-09-30","javguigon","visitante",3,"-31.3523683705","-55.8676671632","Tacuarembó","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
79858393,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Anatidae","Anas georgica",19,"Alta",44,"Mediano","LC","LC"
79858396,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Threskiornithidae","Platalea ajaja",19,"Alta",55,"Grande","LC","LC"
79858398,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Ardeidae","Bubulcus ibis",19,"Alta",37,"Mediano","LC","LC"
79858400,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Ciconiidae","Ciconia maguari",19,"Alta",85,"Grande","LC","LC"
79858402,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Accipitridae","Rostrhamus sociabilis",19,"Alta",41,"Mediano","LC","LC"
79858407,"2018-09-30","javguigon","visitante",3,"-31.3592199978","-55.9785583316","Tacuarembó","Aves","Ardeidae","Egretta thula",19,"Alta",39,"Mediano","LC","LC"
80530806,"2015-02-03","diego_v","visitante",30,"-34.864364","-55.271628","Maldonado","Aves","Hirundinidae","Progne tapera",19,"Alta",16,"Pequeño","LC","LC"
80532464,"2015-02-03","diego_v","visitante",30,"-34.864364","-55.271628","Maldonado","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
81490143,"2008-07-20","chumbo1","visitante",63,"-34.514364902","-54.244226466","Rocha","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
81490144,"2008-07-20","chumbo1","visitante",63,"-34.5914947668","-54.2479524182","Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
81577805,"2014-08-14","rul92","visitante",498,"-34.4745328258","-57.842615582","Colonia","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
81613137,"2008-07-20","chumbo1","visitante",63,"-34.5177231256","-54.2256833072","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
82990633,"2013-07-30","umadot","visitante",523,-34878,"-56.0916666667","Montevideo","Aves","Ardeidae","Ardea alba",19,"Alta",65,"Grande","LC","LC"
83037360,"2010-01-10","walterlir81","visitante",41,"-34.4809769","-54.3307438","Rocha","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
83331011,"2014-03-31","walterlir81","visitante",41,"-34.4809769","-54.3307438","Rocha","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
83341075,"2021-06-16","danilo45","visitante",46,"-34.6011740547","-55.4637771472","Lavalleja","Aves","Accipitridae","Parabuteo unicinctus",19,"Alta",50,"Grande","LC","LC"
84013890,"2021-06-21","danilo45","visitante",46,"-34.6011740547","-55.4637771472","Lavalleja","Reptilia","Colubridae","Philodryas patagoniensis",19,"Alta",150,"Grande","LC","LC"
84310681,"2020-01-02","fransustaita","visitante",379,"-34.818376028","-55.324264468","Maldonado","Mammalia","Procyonidae","Procyon cancrivorus",19,"Alta",107,"Mediano","LC","LC"
87801613,"2018-01-11","drffederico","visitante",181,"-34.9117430217","-56.1255043745","Montevideo","Aves","Ardeidae","Nycticorax nycticorax",19,"Alta",47,"Mediano","LC","LC"
89935699,"2021-07-24","ezequielvera","visitante",60,"-31.87952","-58.2052852778","NA","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
89935702,"2021-07-24","ezequielvera","visitante",60,"-31.8804869444","-58.2052525","NA","Mammalia","Suidae","Sus scrofa",19,"Alta",177,"Mediano","LC","LC"
89935706,"2021-07-24","ezequielvera","visitante",60,"-31.8820477778","-58.2051094444","NA","Aves","Thraupidae","Microspingus melanoleucus",19,"Alta",12,"Pequeño","LC","LC"
89935709,"2021-07-24","ezequielvera","visitante",60,"-31.8855944444","-58.2038972222","NA","Aves","Thraupidae","Stephanophorus diadematus",19,"Alta",18,"Pequeño","LC","LC"
89935714,"2021-07-24","ezequielvera","visitante",60,"-31.8866633333","-58.2040825","NA","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
89935715,"2021-07-24","ezequielvera","visitante",60,"-31.8866847222","-58.2040833333","NA","Aves","Accipitridae","Rupornis magnirostris",19,"Alta",38,"Mediano","LC","LC"
90608265,"2021-07-12","danialdias","visitante",15,"-32.5931047","-53.3744131","Cerro Largo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
90608267,"2021-07-12","danialdias","visitante",15,"-32.5931047","-53.3744131","Cerro Largo","Aves","Polioptilidae","Polioptila dumicola",19,"Alta",11,"Pequeño","LC","LC"
90608269,"2021-07-12","danialdias","visitante",15,"-32.5931047","-53.3744131","Cerro Largo","Aves","Polioptilidae","Polioptila dumicola",19,"Alta",11,"Pequeño","LC","LC"
90608271,"2021-07-12","danialdias","visitante",15,"-32.5931047","-53.3744131","Cerro Largo","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
90881923,"2014-02-03","noammarkus","visitante",199,"-34.718439692","-56.6036372637","San José","Mammalia","Echimyidae","Myocastor coypus",19,"Alta",85,"Mediano","LC","LC"
91186577,"2012-01-31","cidawerneck","visitante",47,"-34.0423394","-53.5473322","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
91187202,"2012-01-31","cidawerneck","visitante",47,"-34.0446982129","-53.5359790993","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
91187723,"2012-01-31","cidawerneck","visitante",47,"-34.0446133185","-53.5359420888","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
91187906,"2012-02-01","cidawerneck","visitante",47,"-34.0423394","-53.5473322","Rocha","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
91258552,"2018-02-13","katie2012","visitante",263,"-34.9641916667","-54.949495","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
91581697,"2012-01-31","cidawerneck","visitante",47,"-34.0449155812","-53.5354271112","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
91628583,"2012-01-31","cidawerneck","visitante",47,"-34.0450222624","-53.5353841977","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
92030237,"2017-02-16","carmentavares","visitante",126,"-33.998255525","-53.5702945056","Rocha","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
92031253,"2017-02-16","carmentavares","visitante",126,"-33.998255525","-53.5702945056","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
92031526,"2017-02-16","carmentavares","visitante",126,"-33.998255525","-53.5702945056","Rocha","Aves","Tyrannidae","Tyrannus melancholicus",19,"Alta",20,"Mediano","LC","LC"
92032330,"2017-02-16","carmentavares","visitante",126,"-33.996494316","-53.5774184474","Rocha","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
92033937,"2017-02-16","carmentavares","visitante",126,"-33.867317132","-53.7937103346","Rocha","Aves","Tyrannidae","Heteroxolmis dominicana",17,"Alta",19,"Pequeño","VU","VU"
93028174,"2012-02-01","cidawerneck","visitante",47,"-34.0423394","-53.5473322","Rocha","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
94745195,"2019-12-21","natalieraeber","visitante",10,"-32.4649883333","-58.0464528333","Paysandú","Amphibia","Bufonidae","Rhinella diptycha",4,"Baja",25,"Grande","LC","LC"
94884700,"2018-02-15","noammarkus","visitante",199,"-34.8517856297","-56.1989071288","Montevideo","Aves","Ardeidae","Egretta thula",19,"Alta",39,"Mediano","LC","LC"
94902756,"2019-12-23","natalieraeber","visitante",10,"-32.6367237397","-58.143746055","Río Negro","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
94902759,"2019-12-23","natalieraeber","visitante",10,"-32.4575826876","-58.0514071717","Paysandú","Mammalia","Leporidae","Lepus europaeus",19,"Alta",65,"Mediano","LC","LC"
95520337,"2021-09-19","gustavopuente","visitante",186,"-33.100723","-58.345685","NA","Aves","Laridae","Sterna trudeaui",13,"Media",32,"Mediano","LC","LC"
95601296,"2013-10-14","goncrisdi","visitante",9,"-34.4333939","-57.2691575","Colonia","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
95613663,"2013-10-13","goncrisdi","visitante",9,"-34.2274233333","-57.1347333333","Colonia","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
95613664,"2013-10-13","goncrisdi","visitante",9,"-34.2274366667","-57.1347383333","Colonia","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
95977461,"2019-03-04","isadoralhahn","visitante",400,"-34.96334666","-54.9518583333","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
96036393,"2013-11-16","spiegel","visitante",140,"-34.5937094011","-54.1231004945","Rocha","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
96036394,"2013-11-16","spiegel","visitante",140,"-34.5941061285","-54.1223602048","Rocha","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
96036787,"2013-11-16","spiegel","visitante",140,"-34.5898248166","-54.1228866577","Rocha","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
96281296,"2019-09-21","fabio_mayer","visitante",94,"-34.4607189","-57.8339099","Colonia","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
96281719,"2019-09-19","fabio_mayer","visitante",94,"-34.8643645","-55.2716278","Maldonado","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
96282064,"2019-09-19","fabio_mayer","visitante",94,"-34.9363205","-54.9377826","Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
96282253,"2019-09-19","fabio_mayer","visitante",94,"-34.9363205","-54.9377826","Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
96282480,"2019-09-20","fabio_mayer","visitante",94,"-34.9103632","-56.2026335","Montevideo","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
96282663,"2019-09-20","fabio_mayer","visitante",94,"-34.9103632","-56.2026335","Montevideo","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
96282953,"2019-09-20","fabio_mayer","visitante",94,"-34.9103632","-56.2026335","Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
96283253,"2019-09-22","fabio_mayer","visitante",94,"-34.9103632","-56.2026335","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
96283446,"2019-09-22","fabio_mayer","visitante",94,"-34.9103632","-56.2026335","Montevideo","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
96366920,"2021-09-27","malba1900268","visitante",449,"-33.3927777778","-56.5213888889","Durazno","Reptilia","Emydidae","Trachemys dorbigni",19,"Alta",26,"Pequeño","LC","NE"
96729464,"2015-02-03","diego_v","visitante",30,"-34.864364","-55.271628","Maldonado","Aves","Laridae","Chroicocephalus cirrocephalus",15,"Media",38,"Mediano","LC","LC"
96732006,"2014-02-01","diego_v","visitante",30,"-34.93632","-54.937783","Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
96732064,"2014-02-01","diego_v","visitante",30,"-34.93632","-54.937783","Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
97497125,"2013-10-14","goncrisdi","visitante",9,"-34.4333939","-57.2691575","Colonia","Aves","Turdidae","Turdus amaurochalinus",19,"Alta",21,"Mediano","LC","LC"
97505569,"2013-10-13","goncrisdi","visitante",9,"-34.4333939","-57.2691575","Colonia","Aves","Thraupidae","Embernagra platensis",19,"Alta",20,"Mediano","LC","LC"
97557433,"2013-10-14","goncrisdi","visitante",9,"-34.4333939","-57.2691575","Colonia","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
99023188,"2021-10-22","claudianicolow","visitante",64,"-34.9308727901","-54.9558373771","Maldonado","Aves","Ardeidae","Ardea cocoi",19,"Alta",75,"Grande","LC","LC"
99697291,"2013-09-21","spiegel","visitante",140,"-34.4729895268","-57.8537880131","Colonia","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
100149579,"2021-11-02","claudianicolow","visitante",64,"-34.8643598781","-54.9157717239","Maldonado","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
100190639,"2013-09-01","e_volitans","visitante",364,"-34.4570146211","-57.8452200894","Colonia","Aves","Thraupidae","Stephanophorus diadematus",19,"Alta",18,"Pequeño","LC","LC"
100882785,"2021-11-11","boogan_boy","visitante",83,"-34.925125","-56.1588945","Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
100882795,"2021-11-11","boogan_boy","visitante",83,"-34.92537","-56.1590583333","Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
100882808,"2021-11-11","boogan_boy","visitante",83,"-34.9254033333","-56.1590833333","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
100889096,"2021-11-11","claudianicolow","visitante",64,"-34.9305999918","-54.9559701792","Maldonado","Aves","Tyrannidae","Tyrannus melancholicus",19,"Alta",20,"Mediano","LC","LC"
101391503,"2021-11-17","claudianicolow","visitante",64,"-34.9288633333","-54.9567616667","Maldonado","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
101549932,"2021-11-20","anapaolucci","visitante",310,"-34.8902645988","-56.0547910087","Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
101711326,"2021-11-21","claudianicolow","visitante",64,"-30.9223317144","-57.5199697743","Salto","Aves","Alcedinidae","Chloroceryle americana",19,"Alta",18,"Pequeño","LC","LC"
101711361,"2021-11-21","claudianicolow","visitante",64,"-30.9252755253","-57.520517003","Salto","Aves","Threskiornithidae","Theristicus caudatus",19,"Alta",57,"Grande","LC","LC"
101879100,"2021-11-13","jorgejuanrueda","visitante",2,"-34.9112489871","-56.1363437954","Montevideo","Aves","Columbidae","Patagioenas picazuro",19,"Alta",35,"Mediano","LC","LC"
101879102,"2021-11-13","jorgejuanrueda","visitante",2,"-34.9112007754","-56.1358674375","Montevideo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
101891906,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8932969693","-56.1559631998","Montevideo","Aves","Picidae","Dryobates spilogaster",19,"Alta",14,"Pequeño","LC","LC"
101891907,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8946431983","-56.1554160292","Montevideo","Aves","Tyrannidae","Elaenia parvirostris",19,"Alta",13,"Pequeño","LC","LC"
101891908,"2021-11-13","jorgejuanrueda","visitante",2,"-34.893307","-56.1563065226","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
101891909,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8981048665","-56.1546079411","Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
101891911,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8935179508","-56.1550941641","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
101891912,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8958939082","-56.155426758","Montevideo","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
101891916,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8935971505","-56.1554804022","Montevideo","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
101891917,"2021-11-13","jorgejuanrueda","visitante",2,"-34.894917134","-56.1555018599","Montevideo","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
101891919,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8945651405","-56.156478184","Montevideo","Aves","Fringillidae","Spinus magellanicus",19,"Alta",12,"Pequeño","LC","LC"
101891921,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8960721022","-56.1553355629","Montevideo","Aves","Hirundinidae","Tachycineta leucorrhoa",19,"Alta",13,"Pequeño","LC","LC"
101891922,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8938171492","-56.1556306059","Montevideo","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
101891926,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8950146357","-56.1551478083","Montevideo","Aves","Tyrannidae","Machetornis rixosa",19,"Alta",17,"Pequeño","LC","LC"
101891928,"2021-11-13","jorgejuanrueda","visitante",2,"-34.8941559461","-56.1563655312","Montevideo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
101891929,"2021-11-13","jorgejuanrueda","visitante",2,"-34.89369395","-56.1561885054","Montevideo","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
101907323,"2021-11-15","jorgejuanrueda","visitante",2,"-34.0368270082","-53.562185327","Rocha","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
101907329,"2021-11-15","jorgejuanrueda","visitante",2,"-34.0367217491","-53.5622862404","Rocha","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
101992655,"2021-11-26","danilo45","visitante",46,"-34.7917790632","-56.288344752","Canelones","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
102089024,"2021-11-23","jorgejuanrueda","visitante",2,"-34.9057204159","-56.1903443187","Montevideo","Mammalia","Molossidae","Tadarida brasiliensis",19,"Alta",10,"Pequeño","LC","LC"
102091877,"2021-11-17","jorgejuanrueda","visitante",2,"-34.4012686718","-53.783223331","Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media","11.5","Grande","LC","LC"
102164142,"2015-11-29","cidawerneck","visitante",47,"-34.9127992","-56.1651513","Montevideo","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
102164222,"2015-11-29","cidawerneck","visitante",47,"-34.9127992","-56.1651513","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
102164321,"2015-11-29","cidawerneck","visitante",47,"-34.9127992","-56.1651513","Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
102242158,"2021-11-16","jorgejuanrueda","visitante",2,"-34.0465527414","-53.5367444212","Rocha","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
102242160,"2021-11-16","jorgejuanrueda","visitante",2,"-34.0454080883","-53.5466189289","Rocha","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
102242165,"2021-11-16","jorgejuanrueda","visitante",2,"-34.045403898","-53.5371428945","Rocha","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
102267361,"2021-11-17","jorgejuanrueda","visitante",2,"-34.4057963631","-53.7770595636","Rocha","Mammalia","Otariidae","Arctocephalus australis",7,"Media",150,"Mediano","LC","LC"
102267363,"2021-11-16","jorgejuanrueda","visitante",2,"-34.4010551972","-53.7827842597","Rocha","Aves","Trochilidae","Chlorostilbon lucidus",19,"Alta",7,"Pequeño","LC","LC"
102267364,"2021-11-17","jorgejuanrueda","visitante",2,"-34.4063236477","-53.7775352978","Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
102267365,"2021-11-17","jorgejuanrueda","visitante",2,"-34.5242821146","-53.6865240165","Rocha","Amphibia","Bufonidae","Melanophryniscus montevidensis",4,"Baja",3,"Pequeño","CR","VU"
102267366,"2021-11-17","jorgejuanrueda","visitante",2,"-34.4058014195","-53.7770119171","Rocha","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
102361765,"2021-11-15","jorgejuanrueda","visitante",2,"-34.0024690059","-53.5522191727","Rocha","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
102361767,"2021-11-15","jorgejuanrueda","visitante",2,"-34.003503934","-53.5551974152","Rocha","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
102361770,"2021-11-15","jorgejuanrueda","visitante",2,"-34.00054109","-53.5578496257","Rocha","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
102361773,"2021-11-15","jorgejuanrueda","visitante",2,"-34.0031362515","-53.5558506439","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
102361787,"2021-11-15","jorgejuanrueda","visitante",2,"-34.001747675","-53.5552565409","Rocha","Reptilia","Emydidae","Trachemys dorbigni",19,"Alta",26,"Pequeño","LC","NE"
102361788,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9979184548","-53.5671387848","Rocha","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
102361789,"2021-11-15","jorgejuanrueda","visitante",2,"-34.0025859704","-53.553089316","Rocha","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
102361797,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9983293863","-53.5485825796","Rocha","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
102361798,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9980091735","-53.566403194","Rocha","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
102516460,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9867665321","-53.5488700633","Rocha","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
102516461,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9873184081","-53.5504279955","Rocha","Aves","Alcedinidae","Chloroceryle americana",19,"Alta",18,"Pequeño","LC","LC"
102516463,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9866245222","-53.5478906258","Rocha","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
102516464,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9878744186","-53.550609197","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
102516465,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9871271616","-53.5517196315","Rocha","Mammalia","Caviidae","Hydrochoerus hydrochaeris",19,"Alta",115,"Mediano","NT","LC"
102516467,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9866645707","-53.5508622873","Rocha","Aves","Tyrannidae","Machetornis rixosa",19,"Alta",17,"Pequeño","LC","LC"
102516468,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9874938222","-53.5502507437","Rocha","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
102516469,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9870445772","-53.5491403091","Rocha","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
102516472,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9875694375","-53.5502748835","Rocha","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
102516475,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9877598048","-53.5490026413","Rocha","Mammalia","Tayassuidae","Pecari tajacu",1,"Baja",95,"Mediano","CR","LC"
102516476,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9872224963","-53.5514523733","Rocha","Reptilia","Chelidae","Phrynops hilarii",19,"Alta",34,"Pequeño","LC","NE"
102516481,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9874582039","-53.5505217121","Rocha","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
102516487,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9874293268","-53.5504706848","Rocha","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
102516488,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9876984281","-53.5502400148","Rocha","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
102516489,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9873848472","-53.550229286","Rocha","Reptilia","Emydidae","Trachemys dorbigni",19,"Alta",26,"Pequeño","LC","NE"
102516494,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9871090729","-53.5500603068","Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
102527899,"2021-11-15","jorgejuanrueda","visitante",2,"-33.9866259341","-53.5393417416","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
